file_a,file_b,hamming,same_split,same_source_key
train/benign/benign (109)-rotated2.png,train/benign/benign (109).png,0,True,True
train/benign/benign (109)-sharpened.jpg,train/benign/benign (109)-sharpened.png,0,True,True
train/benign/benign (109)-sharpened.jpg,train/benign/benign (109).png,0,True,True
train/benign/benign (109)-sharpened.png,train/benign/benign (109).png,0,True,True
train/benign/benign (110)-sharpened.jpg,train/benign/benign (110)-sharpened.png,0,True,True
train/benign/benign (111)-rotated1-sharpened.png,train/benign/benign (111)-rotated1.jpg,0,True,True
train/benign/benign (111)-sharpened.jpg,train/benign/benign (111)-sharpened.png,0,True,True
train/benign/benign (112)-rotated1.jpg,train/benign/benign (112).png,0,True,True
train/benign/benign (112)-sharpened-rotated1.png,train/benign/benign (112)-sharpened.jpg,0,True,True
train/benign/benign (112)-sharpened-rotated1.png,train/benign/benign (112)-sharpened.png,0,True,True
train/benign/benign (112)-sharpened.jpg,train/benign/benign (112)-sharpened.png,0,True,True
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated1.png,0,True,True
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated2-sharpened.png,0,True,True
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated2.jpg,0,True,True
train/benign/benign (113)-rotated1.png,train/benign/benign (113)-rotated2-sharpened.png,0,True,True
train/benign/benign (113)-rotated1.png,train/benign/benign (113)-rotated2.jpg,0,True,True
train/benign/benign (113)-rotated2-sharpened.png,train/benign/benign (113)-rotated2.jpg,0,True,True
train/benign/benign (113)-sharpened.jpg,train/benign/benign (113)-sharpened.png,0,True,True
train/benign/benign (114)-rotated1.jpg,train/benign/benign (114)-rotated1.png,0,True,True
train/benign/benign (114)-sharpened-sharpened.png,train/benign/benign (114).png,0,True,True
train/benign/benign (114)-sharpened.jpg,train/benign/benign (114)-sharpened.png,0,True,True
train/benign/benign (115)-rotated1-rotated2.png,train/benign/benign (115)-rotated2.png,0,True,True
train/benign/benign (115)-rotated1.png,train/benign/benign (115)-rotated2.jpg,0,True,True
train/benign/benign (115)-sharpened.jpg,train/benign/benign (115)-sharpened.png,0,True,True
train/benign/benign (116)-rotated1-sharpened.png,train/benign/benign (116)-rotated1.png,0,True,True
train/benign/benign (116)-rotated1.jpg,train/benign/benign (116)-sharpened-rotated1.png,0,True,True
train/benign/benign (116)-sharpened.jpg,train/benign/benign (116)-sharpened.png,0,True,True
train/benign/benign (117)-sharpened.jpg,train/benign/benign (117)-sharpened.png,0,True,True
train/benign/benign (118)-rotated1.jpg,train/benign/benign (118)-rotated1.png,0,True,True
train/benign/benign (118)-sharpened.jpg,train/benign/benign (118)-sharpened.png,0,True,True
train/benign/benign (119)-rotated1-sharpened.png,train/benign/benign (119)-rotated1.png,0,True,True
train/benign/benign (119)-sharpened.jpg,train/benign/benign (119)-sharpened.png,0,True,True
train/benign/benign (119)-sharpened.jpg,train/benign/benign (119).png,0,True,True
train/benign/benign (119)-sharpened.png,train/benign/benign (119).png,0,True,True
train/benign/benign (120)-sharpened.jpg,train/benign/benign (120)-sharpened.png,0,True,True
train/benign/benign (121)-rotated1-sharpened.png,train/benign/benign (121)-sharpened.jpg,0,True,True
train/benign/benign (121)-rotated1-sharpened.png,train/benign/benign (121)-sharpened.png,0,True,True
train/benign/benign (121)-rotated1.jpg,train/benign/benign (121)-rotated1.png,0,True,True
train/benign/benign (121)-sharpened.jpg,train/benign/benign (121)-sharpened.png,0,True,True
train/benign/benign (122)-rotated2-rotated2.png,train/benign/benign (122)-rotated2.jpg,0,True,True
train/benign/benign (122)-sharpened.jpg,train/benign/benign (122)-sharpened.png,0,True,True
train/benign/benign (122)-sharpened.jpg,train/benign/benign (122).png,0,True,True
train/benign/benign (122)-sharpened.png,train/benign/benign (122).png,0,True,True
train/benign/benign (123)-rotated1.jpg,train/benign/benign (123)-rotated1.png,0,True,True
train/benign/benign (123)-rotated1.jpg,train/benign/benign (123).png,0,True,True
train/benign/benign (123)-rotated1.png,train/benign/benign (123).png,0,True,True
train/benign/benign (123)-rotated2.jpg,train/benign/benign (123)-sharpened-rotated2.png,0,True,True
train/benign/benign (123)-rotated2.png,train/benign/benign (123)-sharpened-rotated1.png,0,True,True
train/benign/benign (123)-sharpened.jpg,train/benign/benign (123)-sharpened.png,0,True,True
train/benign/benign (124)-rotated1-rotated1.png,train/benign/benign (124)-rotated2-sharpened.png,0,True,True
train/benign/benign (124)-rotated1-sharpened.png,train/benign/benign (124)-sharpened-rotated1.png,0,True,True
train/benign/benign (124)-rotated1-sharpened.png,train/benign/benign (124)-sharpened-rotated2.png,0,True,True
train/benign/benign (124)-rotated2-rotated1.png,train/benign/benign (124)-rotated2.jpg,0,True,True
train/benign/benign (124)-sharpened-rotated1.png,train/benign/benign (124)-sharpened-rotated2.png,0,True,True
train/benign/benign (124)-sharpened.jpg,train/benign/benign (124)-sharpened.png,0,True,True
train/benign/benign (124)-sharpened.jpg,train/benign/benign (124).png,0,True,True
train/benign/benign (124)-sharpened.png,train/benign/benign (124).png,0,True,True
train/benign/benign (125)-rotated1.jpg,train/benign/benign (125)-sharpened-rotated1.png,0,True,True
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened-sharpened.png,0,True,True
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened.jpg,0,True,True
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened.png,0,True,True
train/benign/benign (125)-sharpened-sharpened.png,train/benign/benign (125)-sharpened.jpg,0,True,True
train/benign/benign (125)-sharpened-sharpened.png,train/benign/benign (125)-sharpened.png,0,True,True
train/benign/benign (125)-sharpened.jpg,train/benign/benign (125)-sharpened.png,0,True,True
train/benign/benign (126)-rotated1-sharpened.png,train/benign/benign (126)-rotated2.png,0,True,True
train/benign/benign (126)-sharpened.jpg,train/benign/benign (126)-sharpened.png,0,True,True
train/benign/benign (126)-sharpened.jpg,train/benign/benign (126).png,0,True,True
train/benign/benign (126)-sharpened.png,train/benign/benign (126).png,0,True,True
train/benign/benign (127)-rotated1-sharpened.png,train/benign/benign (127)-rotated2-rotated2.png,0,True,True
train/benign/benign (127)-rotated1-sharpened.png,train/benign/benign (127)-rotated2-sharpened.png,0,True,True
train/benign/benign (127)-rotated2-rotated2.png,train/benign/benign (127)-rotated2-sharpened.png,0,True,True
train/benign/benign (127)-sharpened-sharpened.png,train/benign/benign (127)-sharpened.png,0,True,True
train/benign/benign (127).png,train/benign/benign (37)-rotated2.jpg,0,True,False
train/benign/benign (127).png,train/benign/benign (37).png,0,True,False
train/benign/benign (128)-rotated1.png,val/benign/benign (30)-rotated1-sharpened.png,0,False,False
train/benign/benign (128)-sharpened.png,val/benign/benign (30)-sharpened-sharpened.png,0,False,False
train/benign/benign (129)-rotated1.jpg,train/benign/benign (129)-rotated2.jpg,0,True,True
train/benign/benign (129)-rotated1.jpg,train/benign/benign (44)-rotated1.jpg,0,True,False
train/benign/benign (129)-rotated2.jpg,train/benign/benign (44)-rotated1.jpg,0,True,False
train/benign/benign (129)-sharpened.jpg,train/benign/benign (129)-sharpened.png,0,True,True
train/benign/benign (129)-sharpened.jpg,train/benign/benign (129).png,0,True,True
train/benign/benign (129)-sharpened.png,train/benign/benign (129).png,0,True,True
train/benign/benign (130)-rotated1-rotated1.png,train/benign/benign (130)-rotated2-sharpened.png,0,True,True
train/benign/benign (130)-rotated1.jpg,train/benign/benign (130).png,0,True,True
train/benign/benign (130)-rotated2.png,val/benign/benign (33)-rotated1-rotated2.png,0,False,False
train/benign/benign (130)-sharpened.jpg,train/benign/benign (130)-sharpened.png,0,True,True
train/benign/benign (131)-rotated1-rotated2.png,train/benign/benign (131)-sharpened-rotated1.png,0,True,True
train/benign/benign (131)-rotated1.jpg,train/malignant/malignant (51)-rotated1-sharpened.png,0,True,False
train/benign/benign (131)-sharpened.jpg,train/benign/benign (131)-sharpened.png,0,True,True
train/benign/benign (131)-sharpened.jpg,train/benign/benign (131).png,0,True,True
train/benign/benign (131)-sharpened.jpg,train/malignant/malignant (51)-sharpened.png,0,True,False
train/benign/benign (131)-sharpened.jpg,train/malignant/malignant (51).png,0,True,False
train/benign/benign (131)-sharpened.png,train/benign/benign (131).png,0,True,True
train/benign/benign (131)-sharpened.png,train/malignant/malignant (51)-sharpened.png,0,True,False
train/benign/benign (131)-sharpened.png,train/malignant/malignant (51).png,0,True,False
train/benign/benign (131).png,train/malignant/malignant (51)-sharpened.png,0,True,False
train/benign/benign (131).png,train/malignant/malignant (51).png,0,True,False
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (132)-sharpened.jpg,0,True,True
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (132)-sharpened.png,0,True,True
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (38).png,0,True,False
train/benign/benign (132)-sharpened.jpg,train/benign/benign (132)-sharpened.png,0,True,True
train/benign/benign (132)-sharpened.jpg,train/benign/benign (38).png,0,True,False
train/benign/benign (132)-sharpened.png,train/benign/benign (38).png,0,True,False
train/benign/benign (133)-rotated1-rotated1.png,train/benign/benign (51)-rotated1-rotated1.png,0,True,False
train/benign/benign (133)-rotated1-sharpened.png,train/benign/benign (133)-sharpened-rotated2.png,0,True,True
train/benign/benign (133)-rotated1.jpg,train/benign/benign (133)-sharpened.jpg,0,True,True
train/benign/benign (133)-rotated1.jpg,train/benign/benign (133)-sharpened.png,0,True,True
train/benign/benign (133)-rotated2.jpg,train/benign/benign (51)-sharpened-rotated1.png,0,True,False
train/benign/benign (133)-sharpened.jpg,train/benign/benign (133)-sharpened.png,0,True,True
train/benign/benign (134)-rotated1-rotated2.png,train/benign/benign (134)-rotated2-rotated1.png,0,True,True
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52)-rotated2.jpg,0,True,False
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52)-rotated2.png,0,True,False
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52).png,0,True,False
train/benign/benign (136)-rotated1.jpg,train/benign/benign (136)-sharpened.png,0,True,True
train/benign/benign (136)-rotated1.jpg,train/benign/benign (136).png,0,True,True
train/benign/benign (136)-rotated2-rotated1.png,train/benign/benign (136)-rotated2-rotated2.png,0,True,True
train/benign/benign (136)-sharpened.png,train/benign/benign (136).png,0,True,True
train/benign/benign (137)-sharpened.jpg,train/benign/benign (137)-sharpened.png,0,True,True
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138)-sharpened.jpg,0,True,True
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138)-sharpened.png,0,True,True
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138).png,0,True,True
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60)-sharpened.jpg,0,True,False
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60)-sharpened.png,0,True,False
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60).png,0,True,False
train/benign/benign (138)-rotated1.jpg,train/benign/benign (60)-rotated2.png,0,True,False
train/benign/benign (138)-sharpened.jpg,train/benign/benign (138)-sharpened.png,0,True,True
train/benign/benign (138)-sharpened.jpg,train/benign/benign (138).png,0,True,True
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60)-sharpened.jpg,0,True,False
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60)-sharpened.png,0,True,False
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60).png,0,True,False
train/benign/benign (138)-sharpened.png,train/benign/benign (138).png,0,True,True
train/benign/benign (138)-sharpened.png,train/benign/benign (60)-sharpened.jpg,0,True,False
train/benign/benign (138)-sharpened.png,train/benign/benign (60)-sharpened.png,0,True,False
train/benign/benign (138)-sharpened.png,train/benign/benign (60).png,0,True,False
train/benign/benign (138).png,train/benign/benign (60)-sharpened.jpg,0,True,False
train/benign/benign (138).png,train/benign/benign (60)-sharpened.png,0,True,False
train/benign/benign (138).png,train/benign/benign (60).png,0,True,False
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-rotated1-sharpened.png,0,True,True
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-sharpened.jpg,0,True,True
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-sharpened.png,0,True,True
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (157)-sharpened.png,0,True,False
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (157).png,0,True,False
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (99)-sharpened.png,0,True,False
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (139)-sharpened.jpg,0,True,True
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (139)-sharpened.png,0,True,True
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (157)-sharpened.png,0,True,False
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (157).png,0,True,False
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (99)-sharpened.png,0,True,False
train/benign/benign (139)-rotated2-rotated2.png,train/benign/benign (157)-rotated2-sharpened.png,0,True,False
train/benign/benign (139)-rotated2-sharpened.png,train/benign/benign (157)-rotated1.jpg,0,True,False
train/benign/benign (139)-rotated2-sharpened.png,train/benign/benign (157)-sharpened-rotated1.png,0,True,False
train/benign/benign (139)-rotated2.png,train/benign/benign (99)-sharpened-rotated2.png,0,True,False
train/benign/benign (139)-sharpened.jpg,train/benign/benign (139)-sharpened.png,0,True,True
train/benign/benign (139)-sharpened.jpg,train/benign/benign (157)-sharpened.png,0,True,False
train/benign/benign (139)-sharpened.jpg,train/benign/benign (157).png,0,True,False
train/benign/benign (139)-sharpened.jpg,train/benign/benign (99)-sharpened.png,0,True,False
train/benign/benign (139)-sharpened.png,train/benign/benign (157)-sharpened.png,0,True,False
train/benign/benign (139)-sharpened.png,train/benign/benign (157).png,0,True,False
train/benign/benign (139)-sharpened.png,train/benign/benign (99)-sharpened.png,0,True,False
train/benign/benign (139).png,train/benign/benign (157)-sharpened.jpg,0,True,False
train/benign/benign (139).png,train/benign/benign (99)-sharpened.jpg,0,True,False
train/benign/benign (139).png,train/benign/benign (99).png,0,True,False
train/benign/benign (140)-rotated1-rotated2.png,train/benign/benign (140)-rotated2.jpg,0,True,True
train/benign/benign (140)-rotated1-rotated2.png,train/benign/benign (140)-rotated2.png,0,True,True
train/benign/benign (140)-rotated2.jpg,train/benign/benign (140)-rotated2.png,0,True,True
train/benign/benign (140)-sharpened.jpg,train/benign/benign (140)-sharpened.png,0,True,True
train/benign/benign (141)-rotated1-sharpened.png,train/benign/benign (141)-sharpened.jpg,0,True,True
train/benign/benign (141)-rotated1-sharpened.png,train/benign/benign (141)-sharpened.png,0,True,True
train/benign/benign (141)-sharpened.jpg,train/benign/benign (141)-sharpened.png,0,True,True
train/benign/benign (142)-rotated1.jpg,train/benign/benign (142)-rotated2-rotated1.png,0,True,True
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142)-sharpened.jpg,0,True,True
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142)-sharpened.png,0,True,True
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142).png,0,True,True
train/benign/benign (142)-sharpened.jpg,train/benign/benign (142)-sharpened.png,0,True,True
train/benign/benign (142)-sharpened.jpg,train/benign/benign (142).png,0,True,True
train/benign/benign (142)-sharpened.png,train/benign/benign (142).png,0,True,True
train/benign/benign (143)-rotated1.jpg,train/benign/benign (143).png,0,True,True
train/benign/benign (143)-rotated2-rotated2.png,train/benign/benign (143)-rotated2-sharpened.png,0,True,True
train/benign/benign (143)-sharpened.jpg,train/benign/benign (143)-sharpened.png,0,True,True
train/benign/benign (144)-rotated1-sharpened.png,train/benign/benign (144)-rotated2-sharpened.png,0,True,True
train/benign/benign (144)-rotated1-sharpened.png,train/benign/benign (144)-rotated2.png,0,True,True
train/benign/benign (144)-rotated1.jpg,train/benign/benign (144)-rotated1.png,0,True,True
train/benign/benign (144)-rotated2-sharpened.png,train/benign/benign (144)-rotated2.png,0,True,True
train/benign/benign (144)-sharpened-rotated1.png,train/benign/benign (144)-sharpened.jpg,0,True,True
train/benign/benign (144)-sharpened-rotated1.png,train/benign/benign (144)-sharpened.png,0,True,True
train/benign/benign (144)-sharpened-sharpened.png,train/benign/benign (144).png,0,True,True
train/benign/benign (144)-sharpened.jpg,train/benign/benign (144)-sharpened.png,0,True,True
train/benign/benign (145)-rotated1-sharpened.png,train/benign/benign (145)-rotated1.png,0,True,True
train/benign/benign (145)-rotated2.png,train/benign/benign (145)-sharpened-rotated2.png,0,True,True
train/benign/benign (145)-sharpened.jpg,train/benign/benign (145)-sharpened.png,0,True,True
train/benign/benign (146)-rotated1-sharpened.png,train/benign/benign (146)-sharpened.png,0,True,True
train/benign/benign (146)-rotated2-rotated1.png,train/benign/benign (146)-rotated2.png,0,True,True
train/benign/benign (147)-rotated2-rotated1.png,train/benign/benign (147)-rotated2.png,0,True,True
train/benign/benign (147)-rotated2-rotated2.png,train/benign/benign (147)-sharpened-rotated2.png,0,True,True
train/benign/benign (147)-sharpened.jpg,train/benign/benign (147)-sharpened.png,0,True,True
train/benign/benign (148)-rotated1.png,train/benign/benign (148)-sharpened-rotated2.png,0,True,True
train/benign/benign (148)-rotated2-rotated1.png,train/benign/benign (148)-rotated2-sharpened.png,0,True,True
train/benign/benign (148)-sharpened.jpg,train/benign/benign (148)-sharpened.png,0,True,True
train/benign/benign (148)-sharpened.jpg,train/benign/benign (148).png,0,True,True
train/benign/benign (148)-sharpened.png,train/benign/benign (148).png,0,True,True
train/benign/benign (149)-rotated1-sharpened.png,train/benign/benign (149)-sharpened-rotated2.png,0,True,True
train/benign/benign (149)-sharpened-rotated1.png,train/benign/benign (149)-sharpened.jpg,0,True,True
train/benign/benign (149)-sharpened-rotated1.png,train/benign/benign (149)-sharpened.png,0,True,True
train/benign/benign (149)-sharpened.jpg,train/benign/benign (149)-sharpened.png,0,True,True
train/benign/benign (150)-sharpened.jpg,train/benign/benign (150)-sharpened.png,0,True,True
train/benign/benign (151)-rotated1-rotated2.png,val/benign/benign (16)-rotated2-rotated2.png,0,False,False
train/benign/benign (151)-rotated1.jpg,train/benign/benign (151)-rotated2.jpg,0,True,True
train/benign/benign (151)-sharpened.jpg,train/benign/benign (151)-sharpened.png,0,True,True
train/benign/benign (151)-sharpened.jpg,train/benign/benign (151).png,0,True,True
train/benign/benign (151)-sharpened.png,train/benign/benign (151).png,0,True,True
train/benign/benign (152)-rotated1-rotated1.png,train/benign/benign (152)-sharpened-rotated1.png,0,True,True
train/benign/benign (152)-rotated2-rotated2.png,train/benign/benign (152)-sharpened-rotated2.png,0,True,True
train/benign/benign (152)-sharpened.jpg,train/benign/benign (152)-sharpened.png,0,True,True
train/benign/benign (152)-sharpened.jpg,train/benign/benign (152).png,0,True,True
train/benign/benign (152)-sharpened.png,train/benign/benign (152).png,0,True,True
train/benign/benign (153)-rotated1.png,train/benign/benign (153)-rotated2-sharpened.png,0,True,True
train/benign/benign (153)-sharpened.jpg,train/benign/benign (153)-sharpened.png,0,True,True
train/benign/benign (154)-rotated1-rotated1.png,train/benign/benign (154)-rotated1-rotated2.png,0,True,True
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154)-sharpened.jpg,0,True,True
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154)-sharpened.png,0,True,True
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154).png,0,True,True
train/benign/benign (154)-sharpened.jpg,train/benign/benign (154)-sharpened.png,0,True,True
train/benign/benign (154)-sharpened.jpg,train/benign/benign (154).png,0,True,True
train/benign/benign (154)-sharpened.png,train/benign/benign (154).png,0,True,True
train/benign/benign (155)-rotated2-rotated2.png,train/benign/benign (155)-rotated2-sharpened.png,0,True,True
train/benign/benign (155)-sharpened.jpg,train/benign/benign (155)-sharpened.png,0,True,True
train/benign/benign (155)-sharpened.jpg,train/benign/benign (155).png,0,True,True
train/benign/benign (155)-sharpened.png,train/benign/benign (155).png,0,True,True
