file_a,file_b,dhash_hamming,ssim_64
train/benign/benign (105)-sharpened.jpg,train/benign/benign (156)-rotated1.jpg,0,0.836597
train/benign/benign (105)-sharpened.jpg,train/benign/benign (156)-sharpened.jpg,0,0.887727
train/benign/benign (105)-sharpened.jpg,train/benign/benign (156)-sharpened.png,0,0.887253
train/benign/benign (105)-sharpened.jpg,train/benign/benign (156).png,0,0.845662
train/benign/benign (105)-sharpened.png,train/benign/benign (156)-rotated1.jpg,0,0.835068
train/benign/benign (105)-sharpened.png,train/benign/benign (156)-sharpened.jpg,0,0.887110
train/benign/benign (105)-sharpened.png,train/benign/benign (156)-sharpened.png,0,0.886699
train/benign/benign (105)-sharpened.png,train/benign/benign (156).png,0,0.844172
train/benign/benign (106)-rotated1.jpg,train/benign/benign (106)-sharpened-rotated1.png,0,0.957526
train/benign/benign (106)-rotated2-rotated2.png,train/benign/benign (106)-rotated2.png,0,0.999165
train/benign/benign (106)-sharpened.jpg,train/benign/benign (106)-sharpened.png,0,0.999789
train/benign/benign (107)-rotated1-rotated1.png,train/benign/benign (107)-rotated1-rotated2.png,0,0.998524
train/benign/benign (107)-rotated2-sharpened.png,train/benign/benign (107)-sharpened.png,0,1.000000
train/benign/benign (108)-rotated1-rotated2.png,train/benign/benign (108)-rotated1-sharpened.png,0,0.958592
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108)-rotated2-rotated1.png,0,0.999500
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108)-rotated2-sharpened.png,0,0.971413
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108)-sharpened-sharpened.png,0,0.874342
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108)-sharpened.jpg,0,0.971761
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108)-sharpened.png,0,0.971413
train/benign/benign (108)-rotated1.jpg,train/benign/benign (108).png,0,0.999171
train/benign/benign (108)-rotated1.png,train/benign/benign (108)-sharpened-rotated1.png,0,0.970250
train/benign/benign (108)-rotated2-rotated1.png,train/benign/benign (108)-rotated2-sharpened.png,0,0.971974
train/benign/benign (108)-rotated2-rotated1.png,train/benign/benign (108)-sharpened-sharpened.png,0,0.875333
train/benign/benign (108)-rotated2-rotated1.png,train/benign/benign (108)-sharpened.jpg,0,0.972218
train/benign/benign (108)-rotated2-rotated1.png,train/benign/benign (108)-sharpened.png,0,0.971974
train/benign/benign (108)-rotated2-rotated1.png,train/benign/benign (108).png,0,0.999201
train/benign/benign (108)-rotated2-sharpened.png,train/benign/benign (108)-sharpened-sharpened.png,0,0.959854
train/benign/benign (108)-rotated2-sharpened.png,train/benign/benign (108)-sharpened.jpg,0,0.999681
train/benign/benign (108)-rotated2-sharpened.png,train/benign/benign (108)-sharpened.png,0,1.000000
train/benign/benign (108)-rotated2-sharpened.png,train/benign/benign (108).png,0,0.975070
train/benign/benign (108)-sharpened-sharpened.png,train/benign/benign (108)-sharpened.jpg,0,0.958772
train/benign/benign (108)-sharpened-sharpened.png,train/benign/benign (108)-sharpened.png,0,0.959854
train/benign/benign (108)-sharpened-sharpened.png,train/benign/benign (108).png,0,0.881682
train/benign/benign (108)-sharpened.jpg,train/benign/benign (108)-sharpened.png,0,0.999681
train/benign/benign (108)-sharpened.jpg,train/benign/benign (108).png,0,0.975399
train/benign/benign (108)-sharpened.png,train/benign/benign (108).png,0,0.975070
train/benign/benign (109)-rotated2-sharpened.png,train/benign/benign (109)-rotated2.jpg,0,0.965423
train/benign/benign (109)-rotated2-sharpened.png,train/benign/benign (109)-rotated2.png,0,0.965245
train/benign/benign (109)-rotated2-sharpened.png,train/benign/benign (109)-sharpened.jpg,0,0.997113
train/benign/benign (109)-rotated2-sharpened.png,train/benign/benign (109)-sharpened.png,0,0.997202
train/benign/benign (109)-rotated2-sharpened.png,train/benign/benign (109).png,0,0.970572
train/benign/benign (109)-rotated2.jpg,train/benign/benign (109)-rotated2.png,0,0.999910
train/benign/benign (109)-rotated2.jpg,train/benign/benign (109)-sharpened.jpg,0,0.960474
train/benign/benign (109)-rotated2.jpg,train/benign/benign (109)-sharpened.png,0,0.960912
train/benign/benign (109)-rotated2.jpg,train/benign/benign (109).png,0,0.997155
train/benign/benign (109)-rotated2.png,train/benign/benign (109)-sharpened.jpg,0,0.960242
train/benign/benign (109)-rotated2.png,train/benign/benign (109)-sharpened.png,0,0.960677
train/benign/benign (109)-rotated2.png,train/benign/benign (109).png,0,0.997039
train/benign/benign (109)-sharpened.jpg,train/benign/benign (109)-sharpened.png,0,0.999939
train/benign/benign (109)-sharpened.jpg,train/benign/benign (109).png,0,0.970585
train/benign/benign (109)-sharpened.png,train/benign/benign (109).png,0,0.970884
train/benign/benign (110)-sharpened.jpg,train/benign/benign (110)-sharpened.png,0,0.999789
train/benign/benign (111)-rotated1-sharpened.png,train/benign/benign (111)-rotated1.jpg,0,0.982873
train/benign/benign (111)-sharpened.jpg,train/benign/benign (111)-sharpened.png,0,0.999832
train/benign/benign (112)-rotated1.jpg,train/benign/benign (112).png,0,0.996067
train/benign/benign (112)-sharpened-rotated1.png,train/benign/benign (112)-sharpened.jpg,0,0.996305
train/benign/benign (112)-sharpened-rotated1.png,train/benign/benign (112)-sharpened.png,0,0.996139
train/benign/benign (112)-sharpened.jpg,train/benign/benign (112)-sharpened.png,0,0.999880
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated1.png,0,0.992530
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated2-sharpened.png,0,0.929226
train/benign/benign (113)-rotated1-rotated1.png,train/benign/benign (113)-rotated2.jpg,0,0.992341
train/benign/benign (113)-rotated1.png,train/benign/benign (113)-rotated2-sharpened.png,0,0.952475
train/benign/benign (113)-rotated1.png,train/benign/benign (113)-rotated2.jpg,0,0.999798
train/benign/benign (113)-rotated2-sharpened.png,train/benign/benign (113)-rotated2.jpg,0,0.953262
train/benign/benign (113)-sharpened.jpg,train/benign/benign (113)-sharpened.png,0,0.999825
train/benign/benign (114)-rotated1.jpg,train/benign/benign (114)-rotated1.png,0,0.993008
train/benign/benign (114)-sharpened-sharpened.png,train/benign/benign (114).png,0,0.878752
train/benign/benign (114)-sharpened.jpg,train/benign/benign (114)-sharpened.png,0,0.999643
train/benign/benign (115)-rotated1-rotated2.png,train/benign/benign (115)-rotated2.png,0,0.997822
train/benign/benign (115)-rotated1.png,train/benign/benign (115)-rotated2.jpg,0,0.999864
train/benign/benign (115)-sharpened.jpg,train/benign/benign (115)-sharpened.png,0,0.999912
train/benign/benign (116)-rotated1-sharpened.png,train/benign/benign (116)-rotated1.png,0,0.963369
train/benign/benign (116)-rotated1.jpg,train/benign/benign (116)-sharpened-rotated1.png,0,0.968674
train/benign/benign (116)-sharpened.jpg,train/benign/benign (116)-sharpened.png,0,0.999610
train/benign/benign (117)-sharpened.jpg,train/benign/benign (117)-sharpened.png,0,0.999903
train/benign/benign (118)-rotated1.jpg,train/benign/benign (118)-rotated1.png,0,0.999603
train/benign/benign (118)-sharpened.jpg,train/benign/benign (118)-sharpened.png,0,0.999855
train/benign/benign (119)-rotated1-sharpened.png,train/benign/benign (119)-rotated1.png,0,0.971422
train/benign/benign (119)-sharpened.jpg,train/benign/benign (119)-sharpened.png,0,0.999789
train/benign/benign (119)-sharpened.jpg,train/benign/benign (119).png,0,0.974629
train/benign/benign (119)-sharpened.png,train/benign/benign (119).png,0,0.975041
train/benign/benign (120)-sharpened.jpg,train/benign/benign (120)-sharpened.png,0,0.998788
train/benign/benign (121)-rotated1-sharpened.png,train/benign/benign (121)-sharpened.jpg,0,0.999814
train/benign/benign (121)-rotated1-sharpened.png,train/benign/benign (121)-sharpened.png,0,1.000000
train/benign/benign (121)-rotated1.jpg,train/benign/benign (121)-rotated1.png,0,0.997563
train/benign/benign (121)-sharpened.jpg,train/benign/benign (121)-sharpened.png,0,0.999814
train/benign/benign (122)-rotated2-rotated2.png,train/benign/benign (122)-rotated2.jpg,0,0.999483
train/benign/benign (122)-sharpened.jpg,train/benign/benign (122)-sharpened.png,0,0.999752
train/benign/benign (122)-sharpened.jpg,train/benign/benign (122).png,0,0.976517
train/benign/benign (122)-sharpened.png,train/benign/benign (122).png,0,0.976461
train/benign/benign (123)-rotated1.jpg,train/benign/benign (123)-rotated1.png,0,0.999721
train/benign/benign (123)-rotated1.jpg,train/benign/benign (123).png,0,0.996099
train/benign/benign (123)-rotated1.png,train/benign/benign (123).png,0,0.996002
train/benign/benign (123)-rotated2.jpg,train/benign/benign (123)-sharpened-rotated2.png,0,0.951543
train/benign/benign (123)-rotated2.png,train/benign/benign (123)-sharpened-rotated1.png,0,0.947235
train/benign/benign (123)-sharpened.jpg,train/benign/benign (123)-sharpened.png,0,0.999790
train/benign/benign (124)-rotated1-rotated1.png,train/benign/benign (124)-rotated2-sharpened.png,0,0.946628
train/benign/benign (124)-rotated1-sharpened.png,train/benign/benign (124)-sharpened-rotated1.png,0,0.999518
train/benign/benign (124)-rotated1-sharpened.png,train/benign/benign (124)-sharpened-rotated2.png,0,0.996390
train/benign/benign (124)-rotated2-rotated1.png,train/benign/benign (124)-rotated2.jpg,0,0.993255
train/benign/benign (124)-sharpened-rotated1.png,train/benign/benign (124)-sharpened-rotated2.png,0,0.996642
train/benign/benign (124)-sharpened.jpg,train/benign/benign (124)-sharpened.png,0,0.999659
train/benign/benign (124)-sharpened.jpg,train/benign/benign (124).png,0,0.960354
train/benign/benign (124)-sharpened.png,train/benign/benign (124).png,0,0.961312
train/benign/benign (125)-rotated1.jpg,train/benign/benign (125)-sharpened-rotated1.png,0,0.970071
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened-sharpened.png,0,0.865165
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened.jpg,0,0.969996
train/benign/benign (125)-rotated1.png,train/benign/benign (125)-sharpened.png,0,0.969582
train/benign/benign (125)-sharpened-sharpened.png,train/benign/benign (125)-sharpened.jpg,0,0.951430
train/benign/benign (125)-sharpened-sharpened.png,train/benign/benign (125)-sharpened.png,0,0.952386
train/benign/benign (125)-sharpened.jpg,train/benign/benign (125)-sharpened.png,0,0.999718
train/benign/benign (126)-rotated1-sharpened.png,train/benign/benign (126)-rotated2.png,0,0.969332
train/benign/benign (126)-sharpened.jpg,train/benign/benign (126)-sharpened.png,0,0.999800
train/benign/benign (126)-sharpened.jpg,train/benign/benign (126).png,0,0.974045
train/benign/benign (126)-sharpened.png,train/benign/benign (126).png,0,0.974077
train/benign/benign (127)-rotated1-sharpened.png,train/benign/benign (127)-rotated2-rotated2.png,0,0.983083
train/benign/benign (127)-rotated1-sharpened.png,train/benign/benign (127)-rotated2-sharpened.png,0,1.000000
train/benign/benign (127)-rotated2-rotated2.png,train/benign/benign (127)-rotated2-sharpened.png,0,0.983083
train/benign/benign (127)-sharpened-sharpened.png,train/benign/benign (127)-sharpened.png,0,0.856943
train/benign/benign (127).png,train/benign/benign (37)-rotated2.jpg,0,0.879198
train/benign/benign (127).png,train/benign/benign (37).png,0,0.874222
train/benign/benign (128)-rotated1.png,val/benign/benign (30)-rotated1-sharpened.png,0,0.788919
train/benign/benign (128)-sharpened.png,val/benign/benign (30)-sharpened-sharpened.png,0,0.684386
train/benign/benign (129)-rotated1.jpg,train/benign/benign (129)-rotated2.jpg,0,1.000000
train/benign/benign (129)-rotated1.jpg,train/benign/benign (44)-rotated1.jpg,0,0.977640
train/benign/benign (129)-rotated2.jpg,train/benign/benign (44)-rotated1.jpg,0,0.977640
train/benign/benign (129)-sharpened.jpg,train/benign/benign (129)-sharpened.png,0,0.999801
train/benign/benign (129)-sharpened.jpg,train/benign/benign (129).png,0,0.975852
train/benign/benign (129)-sharpened.png,train/benign/benign (129).png,0,0.975828
train/benign/benign (130)-rotated1-rotated1.png,train/benign/benign (130)-rotated2-sharpened.png,0,0.952118
train/benign/benign (130)-rotated1.jpg,train/benign/benign (130).png,0,0.999083
train/benign/benign (130)-rotated2.png,val/benign/benign (33)-rotated1-rotated2.png,0,0.829286
train/benign/benign (130)-sharpened.jpg,train/benign/benign (130)-sharpened.png,0,0.999471
train/benign/benign (131)-rotated1-rotated2.png,train/benign/benign (131)-sharpened-rotated1.png,0,0.966775
train/benign/benign (131)-rotated1.jpg,train/malignant/malignant (51)-rotated1-sharpened.png,0,0.947933
train/benign/benign (131)-sharpened.jpg,train/benign/benign (131)-sharpened.png,0,0.999832
train/benign/benign (131)-sharpened.jpg,train/benign/benign (131).png,0,0.972883
train/benign/benign (131)-sharpened.jpg,train/malignant/malignant (51)-sharpened.png,0,0.973788
train/benign/benign (131)-sharpened.jpg,train/malignant/malignant (51).png,0,0.951765
train/benign/benign (131)-sharpened.png,train/benign/benign (131).png,0,0.973174
train/benign/benign (131)-sharpened.png,train/malignant/malignant (51)-sharpened.png,0,0.974778
train/benign/benign (131)-sharpened.png,train/malignant/malignant (51).png,0,0.952911
train/benign/benign (131).png,train/malignant/malignant (51)-sharpened.png,0,0.954669
train/benign/benign (131).png,train/malignant/malignant (51).png,0,0.981728
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (132)-sharpened.jpg,0,0.999873
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (132)-sharpened.png,0,1.000000
train/benign/benign (132)-sharpened-rotated1.png,train/benign/benign (38).png,0,0.830842
train/benign/benign (132)-sharpened.jpg,train/benign/benign (132)-sharpened.png,0,0.999873
train/benign/benign (132)-sharpened.jpg,train/benign/benign (38).png,0,0.828602
train/benign/benign (132)-sharpened.png,train/benign/benign (38).png,0,0.830842
train/benign/benign (133)-rotated1-rotated1.png,train/benign/benign (51)-rotated1-rotated1.png,0,0.942977
train/benign/benign (133)-rotated1-sharpened.png,train/benign/benign (133)-sharpened-rotated2.png,0,0.999794
train/benign/benign (133)-rotated1.jpg,train/benign/benign (133)-sharpened.jpg,0,0.962351
train/benign/benign (133)-rotated1.jpg,train/benign/benign (133)-sharpened.png,0,0.961810
train/benign/benign (133)-rotated2.jpg,train/benign/benign (51)-sharpened-rotated1.png,0,0.910096
train/benign/benign (133)-sharpened.jpg,train/benign/benign (133)-sharpened.png,0,0.999869
train/benign/benign (134)-rotated1-rotated2.png,train/benign/benign (134)-rotated2-rotated1.png,0,0.999808
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52)-rotated2.jpg,0,0.962952
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52)-rotated2.png,0,0.963547
train/benign/benign (134)-sharpened.jpg,train/benign/benign (52).png,0,0.965176
train/benign/benign (136)-rotated1.jpg,train/benign/benign (136)-sharpened.png,0,0.963797
train/benign/benign (136)-rotated1.jpg,train/benign/benign (136).png,0,0.999618
train/benign/benign (136)-rotated2-rotated1.png,train/benign/benign (136)-rotated2-rotated2.png,0,1.000000
train/benign/benign (136)-sharpened.png,train/benign/benign (136).png,0,0.969300
train/benign/benign (137)-sharpened.jpg,train/benign/benign (137)-sharpened.png,0,0.999788
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138)-sharpened.jpg,0,0.999561
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138)-sharpened.png,0,1.000000
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (138).png,0,0.972676
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60)-sharpened.jpg,0,0.815723
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60)-sharpened.png,0,0.816723
train/benign/benign (138)-rotated1-sharpened.png,train/benign/benign (60).png,0,0.827912
train/benign/benign (138)-rotated1.jpg,train/benign/benign (60)-rotated2.png,0,0.902232
train/benign/benign (138)-sharpened.jpg,train/benign/benign (138)-sharpened.png,0,0.999561
train/benign/benign (138)-sharpened.jpg,train/benign/benign (138).png,0,0.971555
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60)-sharpened.jpg,0,0.813481
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60)-sharpened.png,0,0.814594
train/benign/benign (138)-sharpened.jpg,train/benign/benign (60).png,0,0.825381
train/benign/benign (138)-sharpened.png,train/benign/benign (138).png,0,0.972676
train/benign/benign (138)-sharpened.png,train/benign/benign (60)-sharpened.jpg,0,0.815723
train/benign/benign (138)-sharpened.png,train/benign/benign (60)-sharpened.png,0,0.816723
train/benign/benign (138)-sharpened.png,train/benign/benign (60).png,0,0.827912
train/benign/benign (138).png,train/benign/benign (60)-sharpened.jpg,0,0.838021
train/benign/benign (138).png,train/benign/benign (60)-sharpened.png,0,0.838924
train/benign/benign (138).png,train/benign/benign (60).png,0,0.889741
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-rotated1-sharpened.png,0,0.942614
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-sharpened.jpg,0,0.942552
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (139)-sharpened.png,0,0.942614
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (157)-sharpened.png,0,0.937365
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (157).png,0,0.993001
train/benign/benign (139)-rotated1-rotated1.png,train/benign/benign (99)-sharpened.png,0,0.878902
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (139)-sharpened.jpg,0,0.999927
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (139)-sharpened.png,0,1.000000
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (157)-sharpened.png,0,0.992105
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (157).png,0,0.945178
train/benign/benign (139)-rotated1-sharpened.png,train/benign/benign (99)-sharpened.png,0,0.944221
train/benign/benign (139)-rotated2-rotated2.png,train/benign/benign (157)-rotated2-sharpened.png,0,0.918546
train/benign/benign (139)-rotated2-sharpened.png,train/benign/benign (157)-rotated1.jpg,0,0.934287
train/benign/benign (139)-rotated2-sharpened.png,train/benign/benign (157)-sharpened-rotated1.png,0,0.990077
train/benign/benign (139)-rotated2.png,train/benign/benign (99)-sharpened-rotated2.png,0,0.880228
train/benign/benign (139)-sharpened.jpg,train/benign/benign (139)-sharpened.png,0,0.999927
train/benign/benign (139)-sharpened.jpg,train/benign/benign (157)-sharpened.png,0,0.992189
train/benign/benign (139)-sharpened.jpg,train/benign/benign (157).png,0,0.945188
train/benign/benign (139)-sharpened.jpg,train/benign/benign (99)-sharpened.png,0,0.944028
train/benign/benign (139)-sharpened.png,train/benign/benign (157)-sharpened.png,0,0.992105
train/benign/benign (139)-sharpened.png,train/benign/benign (157).png,0,0.945178
train/benign/benign (139)-sharpened.png,train/benign/benign (99)-sharpened.png,0,0.944221
train/benign/benign (139).png,train/benign/benign (157)-sharpened.jpg,0,0.949140
train/benign/benign (139).png,train/benign/benign (99)-sharpened.jpg,0,0.889480
train/benign/benign (139).png,train/benign/benign (99).png,0,0.954826
train/benign/benign (140)-rotated1-rotated2.png,train/benign/benign (140)-rotated2.jpg,0,0.997656
train/benign/benign (140)-rotated1-rotated2.png,train/benign/benign (140)-rotated2.png,0,0.996811
train/benign/benign (140)-rotated2.jpg,train/benign/benign (140)-rotated2.png,0,0.996428
train/benign/benign (140)-sharpened.jpg,train/benign/benign (140)-sharpened.png,0,0.998039
train/benign/benign (141)-rotated1-sharpened.png,train/benign/benign (141)-sharpened.jpg,0,0.999875
train/benign/benign (141)-rotated1-sharpened.png,train/benign/benign (141)-sharpened.png,0,1.000000
train/benign/benign (141)-sharpened.jpg,train/benign/benign (141)-sharpened.png,0,0.999875
train/benign/benign (142)-rotated1.jpg,train/benign/benign (142)-rotated2-rotated1.png,0,0.999739
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142)-sharpened.jpg,0,0.999823
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142)-sharpened.png,0,1.000000
train/benign/benign (142)-sharpened-rotated1.png,train/benign/benign (142).png,0,0.973556
train/benign/benign (142)-sharpened.jpg,train/benign/benign (142)-sharpened.png,0,0.999823
train/benign/benign (142)-sharpened.jpg,train/benign/benign (142).png,0,0.973270
train/benign/benign (142)-sharpened.png,train/benign/benign (142).png,0,0.973556
train/benign/benign (143)-rotated1.jpg,train/benign/benign (143).png,0,0.999338
train/benign/benign (143)-rotated2-rotated2.png,train/benign/benign (143)-rotated2-sharpened.png,0,0.954018
train/benign/benign (143)-sharpened.jpg,train/benign/benign (143)-sharpened.png,0,0.999914
train/benign/benign (144)-rotated1-sharpened.png,train/benign/benign (144)-rotated2-sharpened.png,0,0.996713
train/benign/benign (144)-rotated1-sharpened.png,train/benign/benign (144)-rotated2.png,0,0.950640
train/benign/benign (144)-rotated1.jpg,train/benign/benign (144)-rotated1.png,0,0.999703
train/benign/benign (144)-rotated2-sharpened.png,train/benign/benign (144)-rotated2.png,0,0.953056
train/benign/benign (144)-sharpened-rotated1.png,train/benign/benign (144)-sharpened.jpg,0,0.999889
train/benign/benign (144)-sharpened-rotated1.png,train/benign/benign (144)-sharpened.png,0,1.000000
train/benign/benign (144)-sharpened-sharpened.png,train/benign/benign (144).png,0,0.859654
train/benign/benign (144)-sharpened.jpg,train/benign/benign (144)-sharpened.png,0,0.999889
train/benign/benign (145)-rotated1-sharpened.png,train/benign/benign (145)-rotated1.png,0,0.965993
train/benign/benign (145)-rotated2.png,train/benign/benign (145)-sharpened-rotated2.png,0,0.965432
train/benign/benign (145)-sharpened.jpg,train/benign/benign (145)-sharpened.png,0,0.999884
train/benign/benign (146)-rotated1-sharpened.png,train/benign/benign (146)-sharpened.png,0,1.000000
train/benign/benign (146)-rotated2-rotated1.png,train/benign/benign (146)-rotated2.png,0,0.999723
train/benign/benign (147)-rotated2-rotated1.png,train/benign/benign (147)-rotated2.png,0,0.999382
train/benign/benign (147)-rotated2-rotated2.png,train/benign/benign (147)-sharpened-rotated2.png,0,0.936933
train/benign/benign (147)-sharpened.jpg,train/benign/benign (147)-sharpened.png,0,0.999862
train/benign/benign (148)-rotated1.png,train/benign/benign (148)-sharpened-rotated2.png,0,0.981380
train/benign/benign (148)-rotated2-rotated1.png,train/benign/benign (148)-rotated2-sharpened.png,0,0.983749
train/benign/benign (148)-sharpened.jpg,train/benign/benign (148)-sharpened.png,0,0.999883
train/benign/benign (148)-sharpened.jpg,train/benign/benign (148).png,0,0.983425
train/benign/benign (148)-sharpened.png,train/benign/benign (148).png,0,0.983100
train/benign/benign (149)-rotated1-sharpened.png,train/benign/benign (149)-sharpened-rotated2.png,0,0.999657
train/benign/benign (149)-sharpened-rotated1.png,train/benign/benign (149)-sharpened.jpg,0,0.999811
train/benign/benign (149)-sharpened-rotated1.png,train/benign/benign (149)-sharpened.png,0,1.000000
train/benign/benign (149)-sharpened.jpg,train/benign/benign (149)-sharpened.png,0,0.999811
train/benign/benign (150)-sharpened.jpg,train/benign/benign (150)-sharpened.png,0,0.999927
train/benign/benign (151)-rotated1-rotated2.png,val/benign/benign (16)-rotated2-rotated2.png,0,0.820825
train/benign/benign (151)-rotated1.jpg,train/benign/benign (151)-rotated2.jpg,0,0.996318
train/benign/benign (151)-sharpened.jpg,train/benign/benign (151)-sharpened.png,0,0.999571
train/benign/benign (151)-sharpened.jpg,train/benign/benign (151).png,0,0.951973
train/benign/benign (151)-sharpened.png,train/benign/benign (151).png,0,0.953300
train/benign/benign (152)-rotated1-rotated1.png,train/benign/benign (152)-sharpened-rotated1.png,0,0.981407
train/benign/benign (152)-rotated2-rotated2.png,train/benign/benign (152)-sharpened-rotated2.png,0,0.982079
train/benign/benign (152)-sharpened.jpg,train/benign/benign (152)-sharpened.png,0,0.999876
train/benign/benign (152)-sharpened.jpg,train/benign/benign (152).png,0,0.981663
train/benign/benign (152)-sharpened.png,train/benign/benign (152).png,0,0.981589
train/benign/benign (153)-rotated1.png,train/benign/benign (153)-rotated2-sharpened.png,0,0.978511
train/benign/benign (153)-sharpened.jpg,train/benign/benign (153)-sharpened.png,0,0.999942
train/benign/benign (154)-rotated1-rotated1.png,train/benign/benign (154)-rotated1-rotated2.png,0,1.000000
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154)-sharpened.jpg,0,0.970199
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154)-sharpened.png,0,0.969986
train/benign/benign (154)-rotated1.jpg,train/benign/benign (154).png,0,0.999473
