bag_id,source_group_id,bag_label,instance_count,instance_list,instance_md5_list,source_key,source_key_status,splits,multi_split,original_candidate_path
bag-10c1dd61cfc4,grp-10c1dd61cfc4,benign,16,train/benign/benign (84)-rotated1-rotated1.png|train/benign/benign (84)-rotated1-rotated2.png|train/benign/benign (84)-rotated1-sharpened.png|train/benign/benign (84)-rotated1.jpg|train/benign/benign (84)-rotated1.png|train/benign/benign (84)-rotated2-rotated1.png|train/benign/benign (84)-rotated2-rotated2.png|train/benign/benign (84)-rotated2-sharpened.png|train/benign/benign (84)-rotated2.jpg|train/benign/benign (84)-rotated2.png|train/benign/benign (84)-sharpened-rotated1.png|train/benign/benign (84)-sharpened-rotated2.png|train/benign/benign (84)-sharpened-sharpened.png|train/benign/benign (84)-sharpened.jpg|train/benign/benign (84)-sharpened.png|train/benign/benign (84).png,130e952947ee859230915fca558e0c15|30cc4aef91662029724d19c35c8c5637|6297071a7b3b9f4be5768cbc583b529b|c8b9a9612d2ba880b5d6c49c70e0fff6|948cb2ce0a589325002ce76bc7f8f798|032e644c2591f69643a3cef57ba849c0|c52fd492d25118932161d16c5dbdf6ca|0037a7cfda9858f28fcec09ed7904e6a|2db147db2bcbff6ea4416c6c88e56e8c|9eabc0583dae3303468b08fbdc9df93b|507f6d3430e00c471aefbd5e1af7495c|da2c49052e9da4f4e39d42bd71267e6a|2f10372c113f3f148fc4f322ccc56926|7e0cf7a07f77a980a7ad50ab03f62bcd|da2c49052e9da4f4e39d42bd71267e6a|73be3d3a906071fba7fbf5b15f6f1783,benign (84),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (84).png
bag-1184246bbe21,grp-1184246bbe21,benign,16,train/benign/benign (65)-rotated1-rotated1.png|train/benign/benign (65)-rotated1-rotated2.png|train/benign/benign (65)-rotated1-sharpened.png|train/benign/benign (65)-rotated1.jpg|train/benign/benign (65)-rotated1.png|train/benign/benign (65)-rotated2-rotated1.png|train/benign/benign (65)-rotated2-rotated2.png|train/benign/benign (65)-rotated2-sharpened.png|train/benign/benign (65)-rotated2.jpg|train/benign/benign (65)-rotated2.png|train/benign/benign (65)-sharpened-rotated1.png|train/benign/benign (65)-sharpened-rotated2.png|train/benign/benign (65)-sharpened-sharpened.png|train/benign/benign (65)-sharpened.jpg|train/benign/benign (65)-sharpened.png|train/benign/benign (65).png,ebfe1a9a85be025f61674eee4deabf05|a3f59c4172e15b444d4788b146087372|fc140dc86d03faa4a3695b67b56299b4|66b03cd6a8a985fefc636b3408a69902|03c2a0c76cadf30723a50c7b3a70f8fd|77b2a6fea9ede9449e22c02c74338052|96c4762f0281299d6aeaf05f0e40de6f|d28f24b78ac361d12bf820488f3f6c5b|64365ac4d88846a94b595602ec43649d|d8570c042760050530059bbf6c2ea637|2f179b5ec32a7b1ed851e1375aa7da62|e7793b7780cce827da59bd29f4368989|020ba92ff403eb908abe085f17a11382|1d819ed6b15c3a779749bcabffdfe7d6|5367edc00902447bb0b0745930ba3b40|ff602e88e6d533f117a40fd6483c1954,benign (65),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (65).png
bag-125dc672b767,grp-125dc672b767,malignant,21,train/malignant/malignant (197)-rotated1-rotated1.png|train/malignant/malignant (197)-rotated1-rotated2.png|train/malignant/malignant (197)-rotated1-rotated32.png|train/malignant/malignant (197)-rotated1-sharpened.png|train/malignant/malignant (197)-rotated1.png|train/malignant/malignant (197)-rotated2-rotated1.png|train/malignant/malignant (197)-rotated2-rotated2.png|train/malignant/malignant (197)-rotated2-rotated32.png|train/malignant/malignant (197)-rotated2-sharpened.png|train/malignant/malignant (197)-rotated2.png|train/malignant/malignant (197)-rotated32-rotated1.png|train/malignant/malignant (197)-rotated32-rotated2.png|train/malignant/malignant (197)-rotated32-rotated32.png|train/malignant/malignant (197)-rotated32-sharpened.png|train/malignant/malignant (197)-rotated32.png|train/malignant/malignant (197)-sharpened-rotated1.png|train/malignant/malignant (197)-sharpened-rotated2.png|train/malignant/malignant (197)-sharpened-rotated32.png|train/malignant/malignant (197)-sharpened-sharpened.png|train/malignant/malignant (197)-sharpened.png|train/malignant/malignant (197).png,71881579d00200bb49fb8017d82ba110|2addc53cef066420fb97f387cb184675|48bdfdc2ac11a0ee557c8e8647dfad72|5204967fe55049167898f4e382a593b4|71881579d00200bb49fb8017d82ba110|68803b664e41cc05403e55beba989dfd|385ab3ed98acee834be468a9f639e931|384c00c4db2662ec01c1472c8bd4eda1|789b63abb07d7d36cd7d5aa9859bb4b7|2762423f642e2d39d66c5e221edc909e|2643737e0ab387b2b47c30ac0d9826fa|be2a69a8f45ae223d7105a6d2ad0c44d|565be9ccd03fdf01e260c70abfd71b33|b280b1417c2538778c0ce5338ec9985d|10deced424eb1815fd76e0a8374d5b86|c52773a982478573819f229468576110|2c495a980a6141eab5fb64d62b2faac9|79340c30c28e2b3fbf44c5d528d55ed6|e91fd02398fa474018d493357f911c5b|5204967fe55049167898f4e382a593b4|2d97a13df72fa96737362ebafca2ee98,malignant (197),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (197).png
bag-12b5679a6584,grp-12b5679a6584,benign,16,train/benign/benign (283)-rotated1-rotated1.png|train/benign/benign (283)-rotated1-rotated2.png|train/benign/benign (283)-rotated1-sharpened.png|train/benign/benign (283)-rotated1.jpg|train/benign/benign (283)-rotated1.png|train/benign/benign (283)-rotated2-rotated1.png|train/benign/benign (283)-rotated2-rotated2.png|train/benign/benign (283)-rotated2-sharpened.png|train/benign/benign (283)-rotated2.jpg|train/benign/benign (283)-rotated2.png|train/benign/benign (283)-sharpened-rotated1.png|train/benign/benign (283)-sharpened-rotated2.png|train/benign/benign (283)-sharpened-sharpened.png|train/benign/benign (283)-sharpened.jpg|train/benign/benign (283)-sharpened.png|train/benign/benign (283).png,2ab37069e53e7dda43d14dce03a4a6ca|e8a4bb9827d1ccbcca2a2e8c565e6633|74a45281263755f7c41d911c8c7dbdb2|9f20538f0ab8fefb216ccd78613b6a44|93c666939d879bdb0ae094a5d59ff6ee|e0c4f7eb676d6b65e1fc45d6669e95fe|5a84a44eb8fabe3ebb080a251c1e3ea8|750a031d0d24afe230a9cf1ff81cb726|1619833b5ded86c41faf477d15c5c882|a491a0462fdb7172f7367a8f343a05e6|778b45393ba866ea889c882f753201cd|f83755386276b4935e4cda8fcda0f9e1|7d7028c33eb585b91f484d7a2ce73788|89649d03115c8e8815d330848a9b627c|b9f36b55c8c17454043a81ade0f8135b|3045ed1b8d43525714d22ccdbb82277d,benign (283),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (283).png
bag-134451698699,grp-134451698699,benign,16,train/benign/benign (211)-rotated1-rotated1.png|train/benign/benign (211)-rotated1-rotated2.png|train/benign/benign (211)-rotated1-sharpened.png|train/benign/benign (211)-rotated1.jpg|train/benign/benign (211)-rotated1.png|train/benign/benign (211)-rotated2-rotated1.png|train/benign/benign (211)-rotated2-rotated2.png|train/benign/benign (211)-rotated2-sharpened.png|train/benign/benign (211)-rotated2.jpg|train/benign/benign (211)-rotated2.png|train/benign/benign (211)-sharpened-rotated1.png|train/benign/benign (211)-sharpened-rotated2.png|train/benign/benign (211)-sharpened-sharpened.png|train/benign/benign (211)-sharpened.jpg|train/benign/benign (211)-sharpened.png|train/benign/benign (211).png,66c2b0e68431ce5e9b72c778a69d67b9|dc5caf6a193804d1bbbadb26c3d89248|63153788ecb350db060413c9105ce44f|e5d7ae427db160f4c9d7b8fe73759769|01b6bbc6b9809dfb96124e5d57488392|6c5e0eab3857b2a603a37977f0d9304d|eb34d8c0a5b844542347fbbb258a62bb|10560371d30a805b2b752578e425f6fe|da5644dbbfcfba9a7fd9b694a6342737|b82f4970f940f1d50054c8e62050d5e3|8bb7b7d1c8701f572749ad8b80318308|3a0d2c356dc2d9514bc4c9b617fe2659|7195936a5424f13fc289b9a0ee6a120a|2c15233bc3415154b9aea4a345767687|46da4052a778fa4e7e1be0002c22395e|af2393dcf3a88de1b0de5d58ba3a322e,benign (211),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (211).png
bag-13b1dd825d91,grp-13b1dd825d91,malignant,21,train/malignant/malignant (88)-rotated1-rotated1.png|train/malignant/malignant (88)-rotated1-rotated2.png|train/malignant/malignant (88)-rotated1-rotated32.png|train/malignant/malignant (88)-rotated1-sharpened.png|train/malignant/malignant (88)-rotated1.png|train/malignant/malignant (88)-rotated2-rotated1.png|train/malignant/malignant (88)-rotated2-rotated2.png|train/malignant/malignant (88)-rotated2-rotated32.png|train/malignant/malignant (88)-rotated2-sharpened.png|train/malignant/malignant (88)-rotated2.png|train/malignant/malignant (88)-rotated32-rotated1.png|train/malignant/malignant (88)-rotated32-rotated2.png|train/malignant/malignant (88)-rotated32-rotated32.png|train/malignant/malignant (88)-rotated32-sharpened.png|train/malignant/malignant (88)-rotated32.png|train/malignant/malignant (88)-sharpened-rotated1.png|train/malignant/malignant (88)-sharpened-rotated2.png|train/malignant/malignant (88)-sharpened-rotated32.png|train/malignant/malignant (88)-sharpened-sharpened.png|train/malignant/malignant (88)-sharpened.png|train/malignant/malignant (88).png,7f7c559a44c36c8e9bef67a9cd854c0f|b90d2267393cc63e082fd2beade43ca1|0d32dd7aa707d604426c4a9bf80db9ab|6e42e70f37f96c72317797695881eaab|90aab467350bd40af1e6d44441d681e7|151b36030a4f7b3ecbe4c0287dcb4753|5ded0f50847f5c2c71d7c6c0d52eb49a|b4189d73d2128b9a763bfd3a70e3624e|a4fb608c2876592f6a5f1ba1e4054d06|32b2ab3a601e4d7529e545b301565329|09443cdd5ed9d6d3559b804e0a428375|6e34346500651a02a9e4bf2184ed1130|3d3246d4dc54c00f54b9f8996f5f58a0|2275d76abcc2dcae5cbe4362adaebf16|cbd68fa901696c6347d10d629bd24612|1a8d3ccf4a5103d322dd62a8751564a0|518c6f9788ec9da9368f780352798b05|25b2019f6ca8bf509c85351f1509e2cb|60d95383a5a669a537abc5b8f11fd1d4|412b7345ada42efbea6b97828c5e4a3a|7aa2a5b944935afb2d876f173e1e7dd0,malignant (88),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (88).png
bag-13b5e4035667,grp-13b5e4035667,malignant,21,train/malignant/malignant (115)-rotated1-rotated1.png|train/malignant/malignant (115)-rotated1-rotated2.png|train/malignant/malignant (115)-rotated1-rotated32.png|train/malignant/malignant (115)-rotated1-sharpened.png|train/malignant/malignant (115)-rotated1.png|train/malignant/malignant (115)-rotated2-rotated1.png|train/malignant/malignant (115)-rotated2-rotated2.png|train/malignant/malignant (115)-rotated2-rotated32.png|train/malignant/malignant (115)-rotated2-sharpened.png|train/malignant/malignant (115)-rotated2.png|train/malignant/malignant (115)-rotated32-rotated1.png|train/malignant/malignant (115)-rotated32-rotated2.png|train/malignant/malignant (115)-rotated32-rotated32.png|train/malignant/malignant (115)-rotated32-sharpened.png|train/malignant/malignant (115)-rotated32.png|train/malignant/malignant (115)-sharpened-rotated1.png|train/malignant/malignant (115)-sharpened-rotated2.png|train/malignant/malignant (115)-sharpened-rotated32.png|train/malignant/malignant (115)-sharpened-sharpened.png|train/malignant/malignant (115)-sharpened.png|train/malignant/malignant (115).png,5f3cec440e5e7d102ac53d8e16ba48bc|a95c72f9afe73b4dbcc1c341f260968d|0a554c102eaf2540ec774d8d7f8a740a|6c8261a1426e15d9acd1e2747ca0a3cb|0d6b44e2f2667b3a50e5c26c7c3492d2|d248af7ec234961c30333a4548d4ebe4|2da4243506b73a1579b6ed4b4d468c51|bb659d4496afc31c5f149a414055d15e|f96bbb05bd537027d41cc3af69ba7574|132a7ff84cefcb7f89caabed01b63f81|34da4121a9f68d0b036410b9644a5659|56754de9f459db69117739fdd3c3e113|925c265639c6582b218d98f97b0691c4|719026cfbef8f8c49477c3e022f3148f|2d7617fad1df4bc5d613d0e9de2c0607|882023eaadaebc6040e8e1e18cea0655|a58c6c232215b802c0ecc2dc1a4c8c16|5c1cf524d906e965a4732d4ac0665e10|e5fa03b9428b1b66ec9b208e721958a6|8451ee03b83060303bb3a2e34f0cbe1c|68597a8948c8a0d28bfc2264d99baf93,malignant (115),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (115).png
bag-13fced21d4e1,grp-13fced21d4e1,malignant,21,train/malignant/malignant (184)-rotated1-rotated1.png|train/malignant/malignant (184)-rotated1-rotated2.png|train/malignant/malignant (184)-rotated1-rotated32.png|train/malignant/malignant (184)-rotated1-sharpened.png|train/malignant/malignant (184)-rotated1.png|train/malignant/malignant (184)-rotated2-rotated1.png|train/malignant/malignant (184)-rotated2-rotated2.png|train/malignant/malignant (184)-rotated2-rotated32.png|train/malignant/malignant (184)-rotated2-sharpened.png|train/malignant/malignant (184)-rotated2.png|train/malignant/malignant (184)-rotated32-rotated1.png|train/malignant/malignant (184)-rotated32-rotated2.png|train/malignant/malignant (184)-rotated32-rotated32.png|train/malignant/malignant (184)-rotated32-sharpened.png|train/malignant/malignant (184)-rotated32.png|train/malignant/malignant (184)-sharpened-rotated1.png|train/malignant/malignant (184)-sharpened-rotated2.png|train/malignant/malignant (184)-sharpened-rotated32.png|train/malignant/malignant (184)-sharpened-sharpened.png|train/malignant/malignant (184)-sharpened.png|train/malignant/malignant (184).png,685c1743d740f5df0ed955e376478048|26f0ffcf40188a8f28d9d44303e9ce24|ee7c15511adf3d092dcafda44e1aa955|ecb02c63577bd6a53e3f8a1bba955440|740eb38087854e0ee6529e022f28947e|496052a58b1fdc4b9b293d63004cbf63|79789a745ea96335be70defe8bc9365a|45235cfb675bde91bea3acb0a67e087b|e6ed7607f6092a84ab1799823c8303c2|26f0ffcf40188a8f28d9d44303e9ce24|90ebfee3a09c7eca863996d30656f872|d4400535c0d10473a8a0f7febea68a3c|65da1ebb325bf0aa49ad0c803d70bf0f|573a7de083179381b1efef68b785d0f9|60ad87add2a92d70b88d8303d97879ad|c628ad671cbe709af326a8a3d2b575bd|2c18fb28819d61e0005b27151ccca819|4f5ef21808fc49634d73c70e5c4eeeb8|271fa495021a0f682afbd11f750538f8|ecb02c63577bd6a53e3f8a1bba955440|151c380d29a3e31a78af7719fbdbe365,malignant (184),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (184).png
bag-1411ac842d21,grp-1411ac842d21,benign,16,train/benign/benign (99)-rotated1-rotated1.png|train/benign/benign (99)-rotated1-rotated2.png|train/benign/benign (99)-rotated1-sharpened.png|train/benign/benign (99)-rotated1.jpg|train/benign/benign (99)-rotated1.png|train/benign/benign (99)-rotated2-rotated1.png|train/benign/benign (99)-rotated2-rotated2.png|train/benign/benign (99)-rotated2-sharpened.png|train/benign/benign (99)-rotated2.jpg|train/benign/benign (99)-rotated2.png|train/benign/benign (99)-sharpened-rotated1.png|train/benign/benign (99)-sharpened-rotated2.png|train/benign/benign (99)-sharpened-sharpened.png|train/benign/benign (99)-sharpened.jpg|train/benign/benign (99)-sharpened.png|train/benign/benign (99).png,8800475b126e80150659d41117ecc40e|43af48561d7cdc8dc1e7e09b4c949d17|353386f34834c5948da890fe3be3d36b|9af5967080ada82933ee30ed98cd9cb2|ace145497959d6558dbda700763688c5|78f95f7c046c6da9375bf47d04c37bac|d6d8c5a2cb6a1068b841279f35d1f406|527780d4aa50a071f873c65f63f5c03b|9af5967080ada82933ee30ed98cd9cb2|ed8986404077825f971d2428813d9b33|a0d66072abfddebdf7f16a66d0675bf4|34695f257038a8fe320d52d98ab069f8|f9d5afd8689fb6329bd7f87cbf32ea89|91e1360110287c39742ce51263825996|cb736622e1d03df4299fcc94a31dea83|a394a484df63f9283f63330b591af168,benign (99),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (99).png
bag-152d9aaa2873,grp-152d9aaa2873,malignant,21,train/malignant/malignant (120)-rotated1-rotated1.png|train/malignant/malignant (120)-rotated1-rotated2.png|train/malignant/malignant (120)-rotated1-rotated32.png|train/malignant/malignant (120)-rotated1-sharpened.png|train/malignant/malignant (120)-rotated1.png|train/malignant/malignant (120)-rotated2-rotated1.png|train/malignant/malignant (120)-rotated2-rotated2.png|train/malignant/malignant (120)-rotated2-rotated32.png|train/malignant/malignant (120)-rotated2-sharpened.png|train/malignant/malignant (120)-rotated2.png|train/malignant/malignant (120)-rotated32-rotated1.png|train/malignant/malignant (120)-rotated32-rotated2.png|train/malignant/malignant (120)-rotated32-rotated32.png|train/malignant/malignant (120)-rotated32-sharpened.png|train/malignant/malignant (120)-rotated32.png|train/malignant/malignant (120)-sharpened-rotated1.png|train/malignant/malignant (120)-sharpened-rotated2.png|train/malignant/malignant (120)-sharpened-rotated32.png|train/malignant/malignant (120)-sharpened-sharpened.png|train/malignant/malignant (120)-sharpened.png|train/malignant/malignant (120).png,4d546e2e845586b15b099e3a3c5ac754|f728d1ef67adb6cbd67f02ad05a5aeaa|29e8ba409b69551ea9c030a6c2e7682e|77442e0692d56c395dd7069266d0145a|82ffc4bb175344b115c855cc3ec40901|9ad3e5841c1b54188d4b53e8d4374e2f|11e00211857761b537ea6eb8b932473d|8158601b7b951a88961ba85a27436284|bc33c4180ea8547e31c22c9059f8b451|7bc9bc83e1c58c21f49fbfa2d1aab46b|c78d6494f1f14964a928cd0b32eab6a5|6e8ee60c8c8a1f86e5f6676a55fe0256|74a10778a1c7a83fc0f63a3961eae300|ef72850bf2e7c7e9375b9741e931c869|7463181b97fb0fbb384ff756f3fcf9ca|229efa82f2509845c2e5cc7ae8970122|3594c9449fffc5a7b6789a9d5be3f44d|12c1e097e7aec4d61b1093b88a45ea8a|9f1a2263ab570641b14b9063740837b8|595a8ae7fc1cc9158d51f8354011483e|b20eb0df598db46b69ac4fe4671098b9,malignant (120),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (120).png
bag-1588a774139f,grp-1588a774139f,benign,16,train/benign/benign (46)-rotated1-rotated1.png|train/benign/benign (46)-rotated1-rotated2.png|train/benign/benign (46)-rotated1-sharpened.png|train/benign/benign (46)-rotated1.jpg|train/benign/benign (46)-rotated1.png|train/benign/benign (46)-rotated2-rotated1.png|train/benign/benign (46)-rotated2-rotated2.png|train/benign/benign (46)-rotated2-sharpened.png|train/benign/benign (46)-rotated2.jpg|train/benign/benign (46)-rotated2.png|train/benign/benign (46)-sharpened-rotated1.png|train/benign/benign (46)-sharpened-rotated2.png|train/benign/benign (46)-sharpened-sharpened.png|train/benign/benign (46)-sharpened.jpg|train/benign/benign (46)-sharpened.png|train/benign/benign (46).png,0cbf7d449e86af797077c6f9153a0603|b02ccd18862d957b8ccd977128d75e3f|5e9cb17827c001c3848b87d4d6f82a21|a68a6a3e5ff6686a836148ff073d30de|3ff9572371414c2c10350293fb4c0f2b|ec98de237927233ba98ed2868980da5d|599c534c51e1a447159d90a517bb3155|e7d63c3cea8d774c2a49211fedf1666b|77a5064dff9e733806f19ae59980ac63|305b903ac92575a6aae47a00677d23d9|8b36cd378621ce00a84e91dadc032176|7593617d1baa18aff9858a5a0b7e67b1|1be4a4969d7487b6f008cc75a0138493|10b19f8a7f361d2130d810122f4d6f55|6c90bc997723ad58ecf47c3da0481650|09f80ea030f77b23e51c10ae7352dea2,benign (46),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (46).png
bag-159732f6d102,grp-159732f6d102,benign,16,train/benign/benign (48)-rotated1-rotated1.png|train/benign/benign (48)-rotated1-rotated2.png|train/benign/benign (48)-rotated1-sharpened.png|train/benign/benign (48)-rotated1.jpg|train/benign/benign (48)-rotated1.png|train/benign/benign (48)-rotated2-rotated1.png|train/benign/benign (48)-rotated2-rotated2.png|train/benign/benign (48)-rotated2-sharpened.png|train/benign/benign (48)-rotated2.jpg|train/benign/benign (48)-rotated2.png|train/benign/benign (48)-sharpened-rotated1.png|train/benign/benign (48)-sharpened-rotated2.png|train/benign/benign (48)-sharpened-sharpened.png|train/benign/benign (48)-sharpened.jpg|train/benign/benign (48)-sharpened.png|train/benign/benign (48).png,5de2a753800a0aa1e61d465830d97b2e|b4039d3239bd6a1b3dbae97240bc113a|d4d537931e2c04c0ddd0464f22a50059|011d745bca7663ca6a4b6e1bff9e828f|1c3cac626ecf848470ddd565b32124b3|dc8e9665873e58f503b421657f7a1d66|8e37fa161b8ea4aef1d741cd6301d3a7|2f0f624f2cf357a4de33f9fca0ca8aae|ed9e114d8800e004d07ab35a0336a5f8|3c2ef3f287ca75c91faaa8a8aeb092c8|68b0667872202c38b0836f99205a5790|3cf739b58eb3139e448aa08a8881bab3|8b4913fa16d4f87c6f11a5c726cbfec3|5c741fda7d830e0a24e7b77c599ca7f1|2f0f624f2cf357a4de33f9fca0ca8aae|6f906034a927e1940a5495ecb7a9bea1,benign (48),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (48).png
bag-15ff4737a9a2,grp-15ff4737a9a2,benign,16,train/benign/benign (49)-rotated1-rotated1.png|train/benign/benign (49)-rotated1-rotated2.png|train/benign/benign (49)-rotated1-sharpened.png|train/benign/benign (49)-rotated1.jpg|train/benign/benign (49)-rotated1.png|train/benign/benign (49)-rotated2-rotated1.png|train/benign/benign (49)-rotated2-rotated2.png|train/benign/benign (49)-rotated2-sharpened.png|train/benign/benign (49)-rotated2.jpg|train/benign/benign (49)-rotated2.png|train/benign/benign (49)-sharpened-rotated1.png|train/benign/benign (49)-sharpened-rotated2.png|train/benign/benign (49)-sharpened-sharpened.png|train/benign/benign (49)-sharpened.jpg|train/benign/benign (49)-sharpened.png|train/benign/benign (49).png,c5895310ad939430b95a802c0850dab1|0eefacc67799665691d949851a9999c2|2e7dda11c4ea05563050e7257fe5639a|f23b930acf7bdfbb5c4de573bba66ff5|c88ba41d413c9fee422028e63b3349ba|66964de8392db3169e12e5d27b41fcc6|bdcbfd5d32cadb8070ef143b21bd7833|de7ad428ab925a7e54e6623dd1df7f41|96e6740a66a6beb209d93736ba3da955|cff2eea46d84d56d80ec6bcefd018e8c|112e2936f9989767fba7cbee413f2a50|ca72f93cbc911c8bf536f89dbe8c38b6|b86395a6c7fbf5743a768f5b6307becf|75f46794a6cdee89aafa4669775825bd|3cdbddde7d62579c8e3611ccc84084f3|587f171a9c199ebbe876ba144dfe238e,benign (49),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (49).png
bag-1725e54c8fc7,grp-1725e54c8fc7,malignant,21,train/malignant/malignant (200)-rotated1-rotated1.png|train/malignant/malignant (200)-rotated1-rotated2.png|train/malignant/malignant (200)-rotated1-rotated32.png|train/malignant/malignant (200)-rotated1-sharpened.png|train/malignant/malignant (200)-rotated1.png|train/malignant/malignant (200)-rotated2-rotated1.png|train/malignant/malignant (200)-rotated2-rotated2.png|train/malignant/malignant (200)-rotated2-rotated32.png|train/malignant/malignant (200)-rotated2-sharpened.png|train/malignant/malignant (200)-rotated2.png|train/malignant/malignant (200)-rotated32-rotated1.png|train/malignant/malignant (200)-rotated32-rotated2.png|train/malignant/malignant (200)-rotated32-rotated32.png|train/malignant/malignant (200)-rotated32-sharpened.png|train/malignant/malignant (200)-rotated32.png|train/malignant/malignant (200)-sharpened-rotated1.png|train/malignant/malignant (200)-sharpened-rotated2.png|train/malignant/malignant (200)-sharpened-rotated32.png|train/malignant/malignant (200)-sharpened-sharpened.png|train/malignant/malignant (200)-sharpened.png|train/malignant/malignant (200).png,163b0756fa62f5530816c449b8bd3014|9266785dbb79a08a9d265186b9c366a9|389d9faa75387cecd78a691660bf92b5|fab7f532115f45d0e7cf1b822ce320fc|aaebfb55373cd536db6c79bd089444b2|505bb49a462ec1be2543a5f7ecc2dab3|cc8d5bce386551e377493ee256f0383e|5b86a93c064fe3ab1d909f7d7ab583e4|fab7f532115f45d0e7cf1b822ce320fc|3165d41c9271365dc9924a6222acff9f|ee3f67615fb4b6efcd622debb741aa5e|aaebfb55373cd536db6c79bd089444b2|22acbc9c137c8bfa3c11d46dbb6d0298|ee4717260b103fccaaa75c721d4f1418|e2006e931a89c978bcdf0075c99b3128|2156b28d80f782cd44cb24cfd8325edd|3eff6dff1648cea6b90e805fe3f4dd94|c2a8231d8611c7ba7ecac7b1f914b146|8467fb44b92f36ae9bdbf5d39e52a9f0|ee4717260b103fccaaa75c721d4f1418|3404b38acf915419abd2521916568314,malignant (200),inferred_from_filename_not_verified_identifier,train,False,train/malignant/malignant (200).png
bag-172fd36c5d33,grp-172fd36c5d33,benign,16,train/benign/benign (252)-rotated1-rotated1.png|train/benign/benign (252)-rotated1-rotated2.png|train/benign/benign (252)-rotated1-sharpened.png|train/benign/benign (252)-rotated1.jpg|train/benign/benign (252)-rotated1.png|train/benign/benign (252)-rotated2-rotated1.png|train/benign/benign (252)-rotated2-rotated2.png|train/benign/benign (252)-rotated2-sharpened.png|train/benign/benign (252)-rotated2.jpg|train/benign/benign (252)-rotated2.png|train/benign/benign (252)-sharpened-rotated1.png|train/benign/benign (252)-sharpened-rotated2.png|train/benign/benign (252)-sharpened-sharpened.png|train/benign/benign (252)-sharpened.jpg|train/benign/benign (252)-sharpened.png|train/benign/benign (252).png,b071091b6d35770aa341e4b84e1bdb41|4cd31fdedf767f67805ee1ffb8f40da3|4d43dc02e53d1a8d0b0cfc524d89c8b5|3e372c490aa72d1b7309348f4efbcab7|1c9a203e37eba878cab3f7e92b918183|2d59f0b76408d5a61aff6b58d43e59e9|51d76f83eca12db25eace84470359aa8|d97476e564cb17fe15a7a86c00adf206|6bab682ad9cbce7d3d3a9875553fec20|70a186f88b813a7ca9dea8bf136a9743|7bddd86ccef01310c23fa2ccb0f5c40f|88405ab4505f305bed111080ab0c338f|5397b3c1c42c0ea441da1262919a1cc6|2118cc748caf1b2878844334b5585bc2|2b36e94e9c14f97d30474549d697ac51|6210e0d3539fc347986765c1fc802c4d,benign (252),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (252).png
bag-1744c730c3bb,grp-1744c730c3bb,benign,16,train/benign/benign (195)-rotated1-rotated1.png|train/benign/benign (195)-rotated1-rotated2.png|train/benign/benign (195)-rotated1-sharpened.png|train/benign/benign (195)-rotated1.jpg|train/benign/benign (195)-rotated1.png|train/benign/benign (195)-rotated2-rotated1.png|train/benign/benign (195)-rotated2-rotated2.png|train/benign/benign (195)-rotated2-sharpened.png|train/benign/benign (195)-rotated2.jpg|train/benign/benign (195)-rotated2.png|train/benign/benign (195)-sharpened-rotated1.png|train/benign/benign (195)-sharpened-rotated2.png|train/benign/benign (195)-sharpened-sharpened.png|train/benign/benign (195)-sharpened.jpg|train/benign/benign (195)-sharpened.png|train/benign/benign (195).png,f8ab4aa194401784865d896afb29fc80|c057592cb560b450767a9671ff94fa0e|214d30fb71d162b163423c3c3ae31146|df0358145f057ebcca85fb841e7e9835|fb604fc7440c2c890d6693426c995e5d|3df467fc18dbd703c55bf283db7808a9|105c6ffc3eee0ceda6881fd3cc0294fc|8979c977465705474ecb912e312b2bdc|25bc39f53ed18f3a3a74e9f124cad282|3430d11b45093e82b28aeb00029267bb|d4a788b13d2deaffa5519a64f5d983ef|31a3d3cd77ee784c6372a7c34db383e0|e6fb5a3be39bb83b6dbf6eb005d7d6d7|93f968b59a4922d7a613ba7dcd8c8412|8979c977465705474ecb912e312b2bdc|0f257828827324718f435d3ae23f8dbd,benign (195),inferred_from_filename_not_verified_identifier,train,False,train/benign/benign (195).png
