path,split,class_dir,md5,source_key,chain,source_group_id,group_size,group_splits,group_label,role,role_confidence,role_rule,duplicate_group,near_duplicate_group,near_dup_candidate,dhash_to_original,grouping_confidence,grouping_basis,source_key_status,ungrouped_low_confidence
train/malignant/malignant (83)-rotated32-rotated1.png,train,malignant,cbe97f62ec368afb2c3a318e085d1fcd,malignant (83),rotated32|rotated1,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-306a51acca51,True,9,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-rotated32-rotated2.png,train,malignant,ac2b89c68ab16e0c837a2e9a221a7586,malignant (83),rotated32|rotated2,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,21,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-rotated32-rotated32.png,train,malignant,7a9764302395c6fb1181380e34fcb02b,malignant (83),rotated32|rotated32,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-306a51acca51,True,7,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-rotated32-sharpened.png,train,malignant,46195ebd09d77958e1905c94451c385d,malignant (83),rotated32|sharpened,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f0e575ae4c38,True,14,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-rotated32.png,train,malignant,52bb080feeacdaacdb8ffdb0d34f3930,malignant (83),rotated32,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,24,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-sharpened-rotated1.png,train,malignant,b90d72ea2bd283b63b566e51e705695a,malignant (83),sharpened|rotated1,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-306a51acca51,True,3,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-sharpened-rotated2.png,train,malignant,8cb3595922902467d707162bed76a3c4,malignant (83),sharpened|rotated2,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-sharpened-rotated32.png,train,malignant,74b5640b7fc7e2ff8b0e520cc321741a,malignant (83),sharpened|rotated32,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-sharpened-sharpened.png,train,malignant,80ecb3b1dec313cb9f983cec4cd9cf08,malignant (83),sharpened|sharpened,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-306a51acca51,True,2,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83)-sharpened.png,train,malignant,b6d0b3f4693aad7bab8744be9eaac033,malignant (83),sharpened,grp-0013591ebd00,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-306a51acca51,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (83).png,train,malignant,1b6835015ce1ff9aa23636464c830fe3,malignant (83),,grp-0013591ebd00,21,train,malignant,original_candidate,high,chain_free+base_dimension_227x227,,near-306a51acca51,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated1-rotated1.png,train,benign,7f84547c763186ff45ffce450d919b76,benign (200),rotated1|rotated1,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,22,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated1-rotated2.png,train,benign,bcf91009b12ccfd14b8b58c43273c91c,benign (200),rotated1|rotated2,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,23,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated1-sharpened.png,train,benign,42d0b012f0b5edb46a61bb316fd5e3de,benign (200),rotated1|sharpened,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,3,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated1.jpg,train,benign,57935d288bebb15f97e68e80da611f1d,benign (200),rotated1,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,exact-57935d288beb,near-d4abbef236e4,True,1,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated1.png,train,benign,ecba65f019ae5788e7954256e4b7d075,benign (200),rotated1,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,0,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated2-rotated1.png,train,benign,0a43015ca79372fd98c1a9016b2ddbe8,benign (200),rotated2|rotated1,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,25,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated2-rotated2.png,train,benign,999726e922febc33f2795f2aee09e24f,benign (200),rotated2|rotated2,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,17,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated2-sharpened.png,train,benign,b0691eeb843ebe9e099ac6897c3c6be6,benign (200),rotated2|sharpened,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,25,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated2.jpg,train,benign,57935d288bebb15f97e68e80da611f1d,benign (200),rotated2,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,exact-57935d288beb,near-d4abbef236e4,True,1,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-rotated2.png,train,benign,9980d744d1f46019c24069828edcff97,benign (200),rotated2,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-f77b352d7242,True,21,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-sharpened-rotated1.png,train,benign,e8e698889a5b3574e842011347f58760,benign (200),sharpened|rotated1,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,11,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-sharpened-rotated2.png,train,benign,77026541210cd263e5d6b6f09dc6f465,benign (200),sharpened|rotated2,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-f77b352d7242,True,21,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-sharpened-sharpened.png,train,benign,61cb356b99158c9a96ba24632e6a8ba5,benign (200),sharpened|sharpened,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,1,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-sharpened.jpg,train,benign,1727de8f90c46c64142c2942ed0efb66,benign (200),sharpened,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,0,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200)-sharpened.png,train,benign,1295653352af78e9c80186de8a997f12,benign (200),sharpened,grp-00d0e5e9344a,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-d4abbef236e4,True,0,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (200).png,train,benign,0d0d5093f3e8b7a3c9cff9a8ad649512,benign (200),,grp-00d0e5e9344a,16,train,benign,original_candidate,high,chain_free+base_dimension_227x227,,near-d4abbef236e4,True,,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated1-rotated1.png,train,malignant,ef9979fd23ee07f2dfe795b5da9ca5dc,malignant (106),rotated1|rotated1,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,24,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated1-rotated2.png,train,malignant,9c9570509f3ae1d8e70e8cad4c66a263,malignant (106),rotated1|rotated2,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,14,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated1-rotated32.png,train,malignant,80aba917b8cae62683c47604d91d4832,malignant (106),rotated1|rotated32,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-b1a9a7c9cc37,True,31,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated1-sharpened.png,train,malignant,432e77a1fb9fda8d76965320d6e1666e,malignant (106),rotated1|sharpened,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,19,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated1.png,train,malignant,46e540162a267edd3e9bb443859c7d49,malignant (106),rotated1,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-e00fcef589f4,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated2-rotated1.png,train,malignant,3613cc34aedfd6bc853b13bfc5397dbf,malignant (106),rotated2|rotated1,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated2-rotated2.png,train,malignant,718e82b6bfa03f3909b4cdd03eda97b4,malignant (106),rotated2|rotated2,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated2-rotated32.png,train,malignant,dd57977aed04295acfe085ef01807929,malignant (106),rotated2|rotated32,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-1a831a6e20ad,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated2-sharpened.png,train,malignant,7ed962dd0aa9efc0e556ccdcd853d950,malignant (106),rotated2|sharpened,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated2.png,train,malignant,9515edc2e4b9ad9eb93687d637f5c935,malignant (106),rotated2,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-5e9ac8e3c017,True,14,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated32-rotated1.png,train,malignant,a90fcbeec1396a34ace08930f7dca10c,malignant (106),rotated32|rotated1,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,17,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated32-rotated2.png,train,malignant,112520e8095f85891b2cc0aa0caf1e8e,malignant (106),rotated32|rotated2,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-b1a9a7c9cc37,True,31,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated32-rotated32.png,train,malignant,6f65fa9aae69cfe5cb7077e169db678f,malignant (106),rotated32|rotated32,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-75b0f7524100,True,25,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated32-sharpened.png,train,malignant,b00ab1a593c99fd8d5e45869ccb0c06a,malignant (106),rotated32|sharpened,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-rotated32.png,train,malignant,af3ff8d6c015df218ee9051a7705e4f5,malignant (106),rotated32,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-1a831a6e20ad,True,21,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-sharpened-rotated1.png,train,malignant,b2c11bd9f44992a8749716709ec8d6a6,malignant (106),sharpened|rotated1,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-5e9ac8e3c017,True,13,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-sharpened-rotated2.png,train,malignant,c4be89aa1cffc01bfcdd60b4779f0a73,malignant (106),sharpened|rotated2,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-293a8bd43071,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-sharpened-rotated32.png,train,malignant,a670e16f01fececf09f1145692892f63,malignant (106),sharpened|rotated32,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-75b0f7524100,True,26,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-sharpened-sharpened.png,train,malignant,1d81dcc02d98eb7aad2416eeb10909a2,malignant (106),sharpened|sharpened,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-e00fcef589f4,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106)-sharpened.png,train,malignant,ae64b98a566fe9d6941a4edbe7efb645,malignant (106),sharpened,grp-01a4298f9ca8,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-e00fcef589f4,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (106).png,train,malignant,fc1acc377ee49a20ac4790931f7784f3,malignant (106),,grp-01a4298f9ca8,21,train,malignant,original_candidate,high,chain_free+base_dimension_227x227,,near-e00fcef589f4,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated1-rotated1.png,val,benign,988f1b8cd4863c17affacd8f1dc250dd,benign (6),rotated1|rotated1,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1a992806a05a,True,12,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated1-rotated2.png,val,benign,4a2ea6d38962ea971067c406b8fcc558,benign (6),rotated1|rotated2,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,,False,21,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated1-sharpened.png,val,benign,32c97fb60060571457705ae05a06575d,benign (6),rotated1|sharpened,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-639d7b0a45cc,True,9,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated1.jpg,val,benign,6988b6fea38616e5511962e721a81d14,benign (6),rotated1,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-8609a992ba75,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated1.png,val,benign,b5153601c9d05cf3ccec3ddd96bf4f94,benign (6),rotated1,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1a992806a05a,True,17,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated2-rotated1.png,val,benign,2ae8ec91104bc5129f5d13c8c1cc0b3f,benign (6),rotated2|rotated1,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1d7732e9d937,True,24,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated2-rotated2.png,val,benign,61cc5f01887d5e157d6d4945518183e8,benign (6),rotated2|rotated2,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1a992806a05a,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated2-sharpened.png,val,benign,a306bd69a2518e174e704437e9e731dc,benign (6),rotated2|sharpened,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1d7732e9d937,True,23,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated2.jpg,val,benign,fb09d4abfd8a4a44d94077605870fc9f,benign (6),rotated2,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-639d7b0a45cc,True,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-rotated2.png,val,benign,a0f6844505d98990b9a439bfcb81d664,benign (6),rotated2,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-639d7b0a45cc,True,13,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-sharpened-rotated1.png,val,benign,871eef6ee24dca7df440c5e9aaa946d6,benign (6),sharpened|rotated1,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1a992806a05a,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-sharpened-rotated2.png,val,benign,7ac76420dae3aacb061db5f01f78f04e,benign (6),sharpened|rotated2,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-1a992806a05a,True,17,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-sharpened-sharpened.png,val,benign,5a53ca2c905d85fb0283fafc44e3b72b,benign (6),sharpened|sharpened,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,,False,8,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-sharpened.jpg,val,benign,5e5fefbdac52f7e5501a6b5e684149a3,benign (6),sharpened,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-8609a992ba75,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6)-sharpened.png,val,benign,2ddf125329a2ce04012e05cbb14e15dc,benign (6),sharpened,grp-01e91c2df96c,16,val,benign,augmented_variant,high,filename_chain_explicit,,near-8609a992ba75,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
val/benign/benign (6).png,val,benign,69b05ad00025c12305074e889d0a4af9,benign (6),,grp-01e91c2df96c,16,val,benign,original_candidate,high,chain_free+base_dimension_227x227,,near-8609a992ba75,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated1-rotated1.png,train,malignant,d5ba16dbe22fb7f9d0e8886b31da385c,malignant (168),rotated1|rotated1,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,9,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated1-rotated2.png,train,malignant,54f48fbfaed2bc18e73e48bc0b1828e5,malignant (168),rotated1|rotated2,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,19,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated1-rotated32.png,train,malignant,39822d8326072b69f1793836eaf2e572,malignant (168),rotated1|rotated32,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,24,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated1-sharpened.png,train,malignant,0b83cc73315b0dc3b19b3016f9fe6ce0,malignant (168),rotated1|sharpened,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,13,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated1.png,train,malignant,f0f7077e70561a5e07f98fcaabeda8af,malignant (168),rotated1,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,12,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated2-rotated1.png,train,malignant,8bbe886975e79af0ddede0e7b2d84722,malignant (168),rotated2|rotated1,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,23,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated2-rotated2.png,train,malignant,e59335f7efe1798e83d299ef26c80b67,malignant (168),rotated2|rotated2,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,26,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated2-rotated32.png,train,malignant,b0224a47ee9783abed38f4f143b301e8,malignant (168),rotated2|rotated32,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,10,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (168)-rotated2-sharpened.png,train,malignant,ab55e20a6704a2fd9e2400f1feb55adf,malignant (168),rotated2|sharpened,grp-02d71684b85c,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-479de895fb2e,True,16,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
