split,source_group_id,bag_id,bag_label,image_path,md5,source_key,source_key_status,allocation_unit_id,unit_bag_count,unit_instance_count,original_supplied_split
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated1.jpg,2c489cffc17653a82957b7bdf0a77b4b,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated1.png,da297f82770e3a08f74fc6ba1f5b9e03,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated2-rotated1.png,96f2c8ccf54313c31056f6c8f034da8b,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated2-rotated2.png,6829d79cdd877a32eeff0cd975b465fb,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated2-sharpened.png,a623ff1ad5fc64d97b837bbea231e0f2,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated2.jpg,570704b669dcc323ae9ea4aa4d5c2b68,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-rotated2.png,a06c9043f0a534c8fae7f9493f378a77,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-sharpened-rotated1.png,0be7beabe69a6409736761fd7211fb2e,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-sharpened-rotated2.png,1b43266433e11be7174a210114fbd411,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-sharpened-sharpened.png,d510beeebf917bac41a6053a1193fbd7,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-sharpened.jpg,18f7adcc34a442deb3b0e538ce575a6d,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101)-sharpened.png,911bd43f9e7087e38a807c7a9aee2a1d,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-9058572185f9,bag-9058572185f9,benign,train/benign/benign (101).png,0f9bad11f72c2a7f5adc1db0c5d92794,benign (101),inferred_from_filename_not_verified_identifier,unit-20d7b0b32253,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated1-rotated1.png,f9cc5ac83be62f9ae09c6b610976ff93,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated1-rotated2.png,f9cc5ac83be62f9ae09c6b610976ff93,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated1-sharpened.png,24454895becf5b6b66811273c74775ab,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated1.jpg,a34a81da86e4c2127277049302d7d9bc,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated1.png,a7b1b2748d761b8b9d7532124e5f13e4,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated2-rotated1.png,7410c7e80e503cc4b13274b6b89eeea5,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated2-rotated2.png,ae66a9e6652688b3582757b8fa3864e8,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated2-sharpened.png,5355b87a279fee8fed97082776084e89,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated2.jpg,708208f39a787f08dd3677e3a4cd23fb,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-rotated2.png,8193281a04e5b26e2306d8d1c6789755,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-sharpened-rotated1.png,05501a144a560c41dc8aef7944c8849a,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-sharpened-rotated2.png,cd6c345071d65496078dceda4f1a8b9e,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-sharpened-sharpened.png,69019dd697eb622562f3a3e894334b9f,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-sharpened.jpg,886f5136c4b74d3569ede37fb8c64e24,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102)-sharpened.png,4b367f76164ffcee47f106936b6ab34b,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-ee2107d7e988,bag-ee2107d7e988,benign,train/benign/benign (102).png,ec7027f1fd2c930a4615e98f157ee91a,benign (102),inferred_from_filename_not_verified_identifier,unit-e4948b112af7,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated1-rotated1.png,78eda8345617177dfb6aa7221f58b8dd,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated1-rotated2.png,ee335e65950e853b2db6751f5564ea18,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated1-sharpened.png,7e342da21c33d8a3528069eb8f5d9a7f,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated1.jpg,a6388a4d2adf91c0f515d7d17ccea3e7,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated1.png,eec25387dd8962935f3658f3012bc7a5,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated2-rotated1.png,a8534e9479d2f6a25708e282826f0752,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated2-rotated2.png,02f753e8d51eba1dc04961754914eaa2,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated2-sharpened.png,225683d0a85171db5657e1fc1497df34,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated2.jpg,802c6761297b784621c23987739af92e,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-rotated2.png,1edf87f887eec9d24fd0df3713a45724,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-sharpened-rotated1.png,189f7a4783947266d864fe9076c71576,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-sharpened-rotated2.png,b2682b5b5b7af7c6f04ef023ec44f7c0,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-sharpened-sharpened.png,ca849466b190531356a88a14d15ca49b,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-sharpened.jpg,4c0c65e43ee0af05f11eed200b2e7def,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104)-sharpened.png,97341491c2bd548058966b2305aaf9b4,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-bdb3f4ec7ed1,bag-bdb3f4ec7ed1,benign,train/benign/benign (104).png,f6ce173f70eef5a5f5c6ec1420ad0ae1,benign (104),inferred_from_filename_not_verified_identifier,unit-b59fe955a823,1,16,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated1-rotated1.png,f460e788fcd3598845b13e8afadecbe8,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated1-rotated2.png,c6f87fb6439f82c91ca645372bbc39db,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated1-sharpened.png,ad177fb5f35ec66a289685d74ce7c58e,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated1.jpg,330b342b557e733c9e59a437879f139f,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated1.png,7bddeaac8d0f402c143a56142fb38a54,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated2-rotated1.png,9853447fdda6e2ca2638d05c11f38340,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated2-rotated2.png,5d25cc3dd6d8af01fe819d1290563add,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated2-sharpened.png,d2f9503d60bd995b9e456f336672bb30,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated2.jpg,dcb0fc3ea8508baa371854519b096461,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-rotated2.png,1ed6be01476ff39d4227d658fe7f0aad,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-sharpened-rotated1.png,08bf44b9a17009f9c2bcb0458d992a29,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-sharpened-rotated2.png,71a3e41b11bca134ae76d5c515317d7b,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-sharpened-sharpened.png,2e4284f45dd24e68aef8522547c18050,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-sharpened.jpg,ea9727dd1fc3e1d135e2aec16fd917fe,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105)-sharpened.png,0f1886f9138e811600f5bffed8423c96,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-8fec57e70f66,bag-8fec57e70f66,benign,train/benign/benign (105).png,4432b0179850a5e2b21d65247801a36e,benign (105),inferred_from_filename_not_verified_identifier,unit-42e08abae33b,2,32,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated1-rotated1.png,3b7a3ae8257b69417a97b6c2af93784d,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated1-rotated2.png,28197bd31c33eb697edb168970878d9d,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated1-sharpened.png,86e22fbe569b8f6cbc1888219a2ab163,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated1.jpg,9925acdef7f77d8f65cdc42d4e9de707,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated1.png,3625eb750528c1cb6a6eaa0674849850,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated2-rotated1.png,a2f332242cda2033bf9a5d64c0aa789a,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated2-rotated2.png,81824b33d58e303966d345225814a2c0,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated2-sharpened.png,8780eaa38fff9dbcb4d660f68f4bb655,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated2.jpg,ba0bac10828fefea3c4aae6d8cf866b5,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-rotated2.png,734a81d9c9e25bde564c3fc52d8d8bb2,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-sharpened-rotated1.png,d57b139e63963d8e4436c9137d2d3226,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-sharpened-rotated2.png,ef23c1b9409ab969def5f773123a2631,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-sharpened-sharpened.png,12eab144561108e5f0529956459d6ba9,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-sharpened.jpg,ef5dbc2d9df77286d59f575aa04c53cf,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106)-sharpened.png,9d60bc24297e65a96330622377057416,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-a1e66830e0c9,bag-a1e66830e0c9,benign,train/benign/benign (106).png,43f76be6b963c682bdbcb7f2b09971fd,benign (106),inferred_from_filename_not_verified_identifier,unit-46a2e8d608b9,1,16,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated1-rotated1.png,e44e094ea027541675186f80ca4d7741,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated1-rotated2.png,e545d5006e5dda31c2749753917d63c5,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated1-sharpened.png,2ac2ba46cb291259a694d5f6b609a679,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated1.jpg,7f491702902754639ada582bfa84e8b1,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated1.png,3091d152827743d848e0f5b4177f0172,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated2-rotated1.png,76549e229421216320f1785a73d58dbf,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated2-rotated2.png,0e008735af85047c6474cedf333b9ffd,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated2-sharpened.png,49fb2b2c388d10d6fc6849b0ce664130,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated2.jpg,f69af401df2c42d104326d59903419e8,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-rotated2.png,936dc3108dcfb5f64bcdb0f6e986294e,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-sharpened-rotated1.png,f762f32147a9dad4434cde0ae71320e0,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-sharpened-rotated2.png,97f33eb5ebc1870abe3b2df8cf30b337,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-sharpened-sharpened.png,6bf55e7a93b309fb44b7f87fff6c72ca,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-sharpened.jpg,b7044e6395a3559b0b1af7a0ce2442a6,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107)-sharpened.png,49fb2b2c388d10d6fc6849b0ce664130,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-5c1f139e5794,bag-5c1f139e5794,benign,train/benign/benign (107).png,9d2d5e8b2657d9661258f787b0c9b8af,benign (107),inferred_from_filename_not_verified_identifier,unit-f63a5fe60d2d,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated1-rotated1.png,269906d89bb77cf9067b9c6fda2ec925,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated1-rotated2.png,a6bb09ce11ec71eb9aa9082a8de64ee8,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated1-sharpened.png,eee63ce7524ef58b00b293a0d020b0d2,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated1.jpg,15905ab91b2f264512a277cb0a98bdd5,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated1.png,ba8406e7447eca0c6f4ae4b5ddbc5e8a,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated2-rotated1.png,7847bdc74482a3c37fcbef9f6e18bf23,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated2-rotated2.png,7499b4284b71e3d3351d6d0f2bdd7fa3,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated2-sharpened.png,9d79575c2582098b5bc0b684be1a6a78,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated2.jpg,bbeb7fe353659ad611bddc6b826b24ed,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
train,grp-d2769614c793,bag-d2769614c793,benign,train/benign/benign (110)-rotated2.png,22a13cb9c81e7765f27a239ae05f995c,benign (110),inferred_from_filename_not_verified_identifier,unit-b65c4d08c2d3,2,32,train
