bag_id,source_group_id,source_key_status,split,image_path,md5,processed_relpath,instance_order,attention,rank,predicted_probability,true_label,prediction_at_0.5,category,gate_mean,gate_max,gate_argmax,gate_vector_ref
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-rotated2.jpg,fb09d4abfd8a4a44d94077605870fc9f,data/processed/val/val__benign__benign (6)-rotated2.jpg.png,8,0.09661193937063217,7,0.44775334796827554,0,0,correct_benign,0.5106993230292574,0.7718245983123779,48,gates[bag-01e91c2df96c][8]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-rotated2.png,a0f6844505d98990b9a439bfcb81d664,data/processed/val/val__benign__benign (6)-rotated2.png.png,9,0.09705790877342224,6,0.44775334796827554,0,0,correct_benign,0.5107252303278074,0.7734991908073425,48,gates[bag-01e91c2df96c][9]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-sharpened-rotated1.png,871eef6ee24dca7df440c5e9aaa946d6,data/processed/val/val__benign__benign (6)-sharpened-rotated1.png.png,10,0.015068193897604942,10,0.44775334796827554,0,0,correct_benign,0.5081501884851605,0.631664514541626,48,gates[bag-01e91c2df96c][10]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-sharpened-rotated2.png,7ac76420dae3aacb061db5f01f78f04e,data/processed/val/val__benign__benign (6)-sharpened-rotated2.png.png,11,0.014791471883654594,11,0.44775334796827554,0,0,correct_benign,0.5081228064373136,0.6308413743972778,48,gates[bag-01e91c2df96c][11]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-sharpened-sharpened.png,5a53ca2c905d85fb0283fafc44e3b72b,data/processed/val/val__benign__benign (6)-sharpened-sharpened.png.png,12,0.00011040290701203048,16,0.44775334796827554,0,0,correct_benign,0.5037564625963569,0.5954863429069519,6,gates[bag-01e91c2df96c][12]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-sharpened.jpg,5e5fefbdac52f7e5501a6b5e684149a3,data/processed/val/val__benign__benign (6)-sharpened.jpg.png,13,0.00719931535422802,15,0.44775334796827554,0,0,correct_benign,0.5066326842643321,0.5963453650474548,44,gates[bag-01e91c2df96c][13]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6)-sharpened.png,2ddf125329a2ce04012e05cbb14e15dc,data/processed/val/val__benign__benign (6)-sharpened.png.png,14,0.007259131409227848,14,0.44775334796827554,0,0,correct_benign,0.506656578509137,0.5966964364051819,44,gates[bag-01e91c2df96c][14]
bag-01e91c2df96c,grp-01e91c2df96c,inferred_from_filename_not_verified_identifier,val,val/benign/benign (6).png,69b05ad00025c12305074e889d0a4af9,data/processed/val/val__benign__benign (6).png.png,15,0.09175010770559311,9,0.44775334796827554,0,0,correct_benign,0.5107673304155469,0.7715123891830444,48,gates[bag-01e91c2df96c][15]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated1-rotated1.png,b4a5f6f55e4553d64a8f99033e710818,data/processed/val/train__benign__benign (179)-rotated1-rotated1.png.png,0,0.11251576989889145,2,0.6963192835802503,0,1,false_positive,0.5078204327728599,0.6471187472343445,48,gates[bag-05d8f8e1658b][0]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated1-rotated2.png,a1bc0afbb1744cdce626e66b22b33cdb,data/processed/val/train__benign__benign (179)-rotated1-rotated2.png.png,1,0.10900595784187317,3,0.6963192835802503,0,1,false_positive,0.5077283368445933,0.6442270278930664,48,gates[bag-05d8f8e1658b][1]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated1-sharpened.png,c61247176448bd2f85a5306777439ad0,data/processed/val/train__benign__benign (179)-rotated1-sharpened.png.png,2,0.014011366292834282,12,0.6963192835802503,0,1,false_positive,0.505136297782883,0.5844488143920898,44,gates[bag-05d8f8e1658b][2]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated1.jpg,9164cc448bab7aad669c0415a683dab9,data/processed/val/train__benign__benign (179)-rotated1.jpg.png,3,0.0917205810546875,8,0.6963192835802503,0,1,false_positive,0.5074595508631319,0.635588526725769,48,gates[bag-05d8f8e1658b][3]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated1.png,3b14981c60e7b4676d27ae13fac4de06,data/processed/val/train__benign__benign (179)-rotated1.png.png,4,0.0912816971540451,9,0.6963192835802503,0,1,false_positive,0.5074603196699172,0.6351540684700012,48,gates[bag-05d8f8e1658b][4]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated2-rotated1.png,af8091097cd6e9229f9df6822cd0055d,data/processed/val/train__benign__benign (179)-rotated2-rotated1.png.png,5,0.11746334284543991,1,0.6963192835802503,0,1,false_positive,0.5079002575948834,0.6497921347618103,48,gates[bag-05d8f8e1658b][5]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated2-rotated2.png,50e4ec4001879e71b4dae2b04c1cb018,data/processed/val/train__benign__benign (179)-rotated2-rotated2.png.png,6,0.10821574181318283,4,0.6963192835802503,0,1,false_positive,0.5077622076496482,0.6447928547859192,48,gates[bag-05d8f8e1658b][6]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated2-sharpened.png,c6b786630d9bf33424d001a2882b8f91,data/processed/val/train__benign__benign (179)-rotated2-sharpened.png.png,7,0.013605460524559021,13,0.6963192835802503,0,1,false_positive,0.5051512101199478,0.5836700201034546,44,gates[bag-05d8f8e1658b][7]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated2.jpg,c56dd384808dae4466eeb13e00469b07,data/processed/val/train__benign__benign (179)-rotated2.jpg.png,8,0.0959201529622078,5,0.6963192835802503,0,1,false_positive,0.5075179012492299,0.6372599601745605,48,gates[bag-05d8f8e1658b][8]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-rotated2.png,944a1dcb04acb9a16950aad2af64de61,data/processed/val/train__benign__benign (179)-rotated2.png.png,9,0.09314897656440735,7,0.6963192835802503,0,1,false_positive,0.5074443512130529,0.6330140829086304,48,gates[bag-05d8f8e1658b][9]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-sharpened-rotated1.png,fa712fdd487dd73a92ddcf0944666b3b,data/processed/val/train__benign__benign (179)-sharpened-rotated1.png.png,10,0.01696246862411499,11,0.6963192835802503,0,1,false_positive,0.5050092109013349,0.585705041885376,44,gates[bag-05d8f8e1658b][10]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-sharpened-rotated2.png,328248bc0ea7d0c90868356f47fa6247,data/processed/val/train__benign__benign (179)-sharpened-rotated2.png.png,11,0.019039634615182877,10,0.6963192835802503,0,1,false_positive,0.5049209296703339,0.5864916443824768,44,gates[bag-05d8f8e1658b][11]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-sharpened-sharpened.png,849b07aee36a10395b08600ae789f44c,data/processed/val/train__benign__benign (179)-sharpened-sharpened.png.png,12,0.0007084056851454079,16,0.6963192835802503,0,1,false_positive,0.5035900056827813,0.6087802052497864,6,gates[bag-05d8f8e1658b][12]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-sharpened.jpg,a2967d0603b856a777e78ddfb375b4ad,data/processed/val/train__benign__benign (179)-sharpened.jpg.png,13,0.011353772133588791,15,0.6963192835802503,0,1,false_positive,0.5050737406127155,0.5805157423019409,44,gates[bag-05d8f8e1658b][13]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179)-sharpened.png,2793ba54ba0442bcf106bb680eeff835,data/processed/val/train__benign__benign (179)-sharpened.png.png,14,0.01135918777436018,14,0.6963192835802503,0,1,false_positive,0.505077654030174,0.580614447593689,44,gates[bag-05d8f8e1658b][14]
bag-05d8f8e1658b,grp-05d8f8e1658b,inferred_from_filename_not_verified_identifier,val,train/benign/benign (179).png,a034ac0b79dd6597b2818f6fb065cb00,data/processed/val/train__benign__benign (179).png.png,15,0.09368743747472763,6,0.6963192835802503,0,1,false_positive,0.5075544121209532,0.6382675766944885,48,gates[bag-05d8f8e1658b][15]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated1-rotated1.png,ee7e0709e117b82a26a950ecabd80b07,data/processed/val/val__malignant__malignant (7)-rotated1-rotated1.png.png,0,0.07915851473808289,4,0.584677156886009,1,1,correct_malignant,0.5087058690842241,0.6841914057731628,48,gates[bag-0e9e3f410b4b][0]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated1-rotated2.png,ad26fe328d929f973c7a0a43c11733c5,data/processed/val/val__malignant__malignant (7)-rotated1-rotated2.png.png,1,0.08031830191612244,3,0.584677156886009,1,1,correct_malignant,0.5086998995393515,0.6815122961997986,48,gates[bag-0e9e3f410b4b][1]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated1-rotated32.png,a89aa59e0ce7fae0da4c6707599f0403,data/processed/val/val__malignant__malignant (7)-rotated1-rotated32.png.png,2,0.07910649478435516,5,0.584677156886009,1,1,correct_malignant,0.5087011647410691,0.6836913228034973,48,gates[bag-0e9e3f410b4b][2]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated1-sharpened.png,669d2f1136c1d360ba65298dc69fce38,data/processed/val/val__malignant__malignant (7)-rotated1-sharpened.png.png,3,0.007277911063283682,18,0.584677156886009,1,1,correct_malignant,0.5048941769637167,0.5862826704978943,44,gates[bag-0e9e3f410b4b][3]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated1.png,12b4ec863e363fdbf7238f02413129f3,data/processed/val/val__malignant__malignant (7)-rotated1.png.png,4,0.06454134732484818,12,0.584677156886009,1,1,correct_malignant,0.5084955624770373,0.6690792441368103,48,gates[bag-0e9e3f410b4b][4]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated2-rotated1.png,ba9ee10453b6308c55e8e34ec642a55a,data/processed/val/val__malignant__malignant (7)-rotated2-rotated1.png.png,5,0.06900066882371902,7,0.584677156886009,1,1,correct_malignant,0.5085723204538226,0.6745643019676208,48,gates[bag-0e9e3f410b4b][5]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated2-rotated2.png,68782a316332d5de78d46c0ae6262c65,data/processed/val/val__malignant__malignant (7)-rotated2-rotated2.png.png,6,0.07363291829824448,6,0.584677156886009,1,1,correct_malignant,0.5086131903808564,0.6750302910804749,48,gates[bag-0e9e3f410b4b][6]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated2-rotated32.png,783091f50e3fd41da95da2008dd81172,data/processed/val/val__malignant__malignant (7)-rotated2-rotated32.png.png,7,0.08490852266550064,1,0.584677156886009,1,1,correct_malignant,0.5087291449308395,0.6835287809371948,48,gates[bag-0e9e3f410b4b][7]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated2-sharpened.png,8566659d8c0d47515391f32a3597f34a,data/processed/val/val__malignant__malignant (7)-rotated2-sharpened.png.png,8,0.0072406274266541,19,0.584677156886009,1,1,correct_malignant,0.5048923015128821,0.5862499475479126,44,gates[bag-0e9e3f410b4b][8]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated2.png,463c180887a5e7a6f0afe971a351304b,data/processed/val/val__malignant__malignant (7)-rotated2.png.png,9,0.06541767716407776,11,0.584677156886009,1,1,correct_malignant,0.5084808405954391,0.6657218337059021,48,gates[bag-0e9e3f410b4b][9]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated32-rotated1.png,da81a66ce46c9eecddfee912cdb82e67,data/processed/val/val__malignant__malignant (7)-rotated32-rotated1.png.png,10,0.08281490206718445,2,0.584677156886009,1,1,correct_malignant,0.5087264203466475,0.6843957304954529,48,gates[bag-0e9e3f410b4b][10]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated32-rotated2.png,2a3dc3cfeeb40fc3b5cd9ad655952999,data/processed/val/val__malignant__malignant (7)-rotated32-rotated2.png.png,11,0.06660915911197662,10,0.584677156886009,1,1,correct_malignant,0.5084920104127377,0.6697879433631897,48,gates[bag-0e9e3f410b4b][11]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated32-rotated32.png,c9f999b142324c388b7e7516c8bf1a42,data/processed/val/val__malignant__malignant (7)-rotated32-rotated32.png.png,12,0.06755796074867249,8,0.584677156886009,1,1,correct_malignant,0.5084907556883991,0.6708824634552002,48,gates[bag-0e9e3f410b4b][12]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated32-sharpened.png,9c94d99b7305961988ecdceb1a19f6ea,data/processed/val/val__malignant__malignant (7)-rotated32-sharpened.png.png,13,0.007606929168105125,17,0.584677156886009,1,1,correct_malignant,0.5049470651429147,0.586530327796936,44,gates[bag-0e9e3f410b4b][13]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-rotated32.png,6a6e6f296373b90df95ca964319a8669,data/processed/val/val__malignant__malignant (7)-rotated32.png.png,14,0.06733977794647217,9,0.584677156886009,1,1,correct_malignant,0.5085102836601436,0.6709381341934204,48,gates[bag-0e9e3f410b4b][14]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-sharpened-rotated1.png,b481dcda842c59ab34b4cd5eba5980ce,data/processed/val/val__malignant__malignant (7)-sharpened-rotated1.png.png,15,0.00879068486392498,15,0.584677156886009,1,1,correct_malignant,0.5052165766246617,0.5899654030799866,44,gates[bag-0e9e3f410b4b][15]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-sharpened-rotated2.png,f6c21abc29828a9478e8433e33f52b7b,data/processed/val/val__malignant__malignant (7)-sharpened-rotated2.png.png,16,0.008694461546838284,16,0.584677156886009,1,1,correct_malignant,0.5051845014095306,0.589047372341156,44,gates[bag-0e9e3f410b4b][16]
bag-0e9e3f410b4b,grp-0e9e3f410b4b,inferred_from_filename_not_verified_identifier,val,val/malignant/malignant (7)-sharpened-rotated32.png,27e96b57bf5428f523a605b748bfc145,data/processed/val/val__malignant__malignant (7)-sharpened-rotated32.png.png,17,0.00954844243824482,14,0.584677156886009,1,1,correct_malignant,0.5053293025121093,0.5905121564865112,44,gates[bag-0e9e3f410b4b][17]
